PRACTICE_CODE,TOTAL,16OV,17OV,18OV,30_74,50OV,0_64,65OV,65OV%
M86020,8647,6203,6066,5938,4307,2051,7917,730,0.084422343
M86021,6999,5666,5561,5482,3882,2685,5727,1272,0.181740249
M86023,5216,4235,4163,4114,2952,2020,4310,906,0.173696319
M86027,9896,8185,8095,8009,4526,2635,8529,1367,0.138136621
M86028,3387,2638,2594,2551,1870,995,2960,427,0.126070269
M86029,18744,17260,17189,17124,5330,3264,17007,1737,0.092669654
M86030,7142,5999,5934,5871,4138,2681,5781,1361,0.190562868
M86032,13016,10015,9851,9678,6818,3671,11440,1576,0.121081746
M86033,4198,3264,3211,3159,2280,1355,3647,551,0.131252978
M86034,10825,8723,8603,8492,5853,4192,8556,2269,0.20960739
M86035,7699,5985,5906,5811,4094,2449,6572,1127,0.146382647
M86037,3968,3227,3190,3157,2285,1361,3309,659,0.166078629
M86038,3014,2578,2547,2520,1765,1401,2215,799,0.265096218
M86039,4327,3652,3616,3577,2483,1947,3211,1116,0.257915415
M86040,5149,4095,4037,3996,2901,1733,4261,888,0.172460672
M86041,8071,6400,6326,6249,4395,2323,7047,1024,0.126873993
M86044,4067,3293,3248,3199,2446,1305,3583,484,0.119006639
M86045,7158,5634,5543,5430,3886,2168,6209,949,0.132578933
M86046,5201,4215,4169,4112,2922,1860,4342,859,0.165160546
M86048,7529,5697,5587,5475,3950,1796,6893,636,0.08447337
M86605,2883,2370,2342,2303,1621,1221,2242,641,0.222337843
M86610,2150,1778,1760,1737,1158,504,1962,188,0.08744186
M86612,2831,2226,2195,2174,1594,628,2600,231,0.081596609
M86617,2881,2326,2287,2263,1644,998,2395,486,0.168691427
M86622,2859,2481,2454,2421,1738,1191,2278,581,0.203217908
M86624,9514,7220,7077,6957,5030,2429,8591,923,0.097014925
M86627,6220,4512,4415,4350,3222,1095,5908,312,0.050160772
M86633,4941,3642,3549,3469,2470,969,4589,352,0.07124064
M86638,5715,4685,4625,4558,3254,2127,4810,905,0.158355206
M87001,7139,6115,6044,5981,4220,3496,5150,1989,0.27861045
M87003,14294,12152,11970,11825,8079,7090,10221,4073,0.284944732
M87005,9972,8153,8051,7960,5809,4151,7767,2205,0.221119134
M87006,7954,6518,6431,6344,4363,3023,6566,1388,0.174503395
M87007,11282,9396,9280,9181,6177,4908,8672,2610,0.231341961
M87008,7680,6473,6387,6310,4497,3494,5856,1824,0.2375
M87009,17187,13844,13674,13493,9774,6536,14134,3053,0.177634258
M87010,8199,6567,6486,6407,4493,2835,6788,1411,0.172094158
M87011,31614,26545,26210,25858,18257,14332,24006,7608,0.240652875
M87012,7549,5688,5579,5475,3851,2293,6553,996,0.131938005
M87013,11509,9105,8972,8855,6391,3866,9860,1649,0.143279173
M87014,7240,5970,5906,5833,4127,3131,5575,1665,0.229972376
M87015,8743,7332,7226,7137,4798,4059,6416,2327,0.266155782
M87016,6841,5696,5638,5563,3795,3051,5315,1526,0.223066803
M87017,8487,6686,6599,6496,4587,2855,7191,1296,0.152704136
M87018,6042,5150,5104,5050,3192,3062,4160,1882,0.311486263
M87019,6921,5659,5575,5496,3906,2739,5589,1332,0.192457737
M87020,9689,7924,7831,7744,5477,4062,7607,2082,0.214882857
M87021,6811,5493,5418,5346,3666,2689,5431,1380,0.202613419
M87023,9776,8148,8048,7961,5561,4300,7439,2337,0.239054828
M87024,21832,17838,17628,17369,12163,9101,17064,4768,0.218395016
M87025,5043,4137,4089,4029,2750,1941,4061,982,0.194725362
M87026,4858,3916,3846,3789,2683,1806,4006,852,0.175380815
M87027,4422,3581,3538,3482,2459,1649,3626,796,0.180009046
M87028,7558,5921,5801,5711,4052,2640,6303,1255,0.166049219
M87030,3988,3411,3372,3335,2258,1862,2988,1000,0.250752257
M87034,4288,3438,3385,3327,2329,1466,3606,682,0.159048507
M87036,3715,2779,2732,2681,1866,952,3321,394,0.106056528
M87037,6148,5137,5082,5030,3530,2784,4574,1574,0.256018217
M87041,5611,4599,4530,4451,3036,2269,4480,1131,0.201568348
M87601,6519,5026,4942,4866,3348,1905,5694,825,0.126553152
M87602,9975,8166,8047,7917,5524,4118,7878,2097,0.210225564
M87605,4052,3030,2975,2930,2080,1132,3533,519,0.128084896
M87612,2527,2073,2046,2019,1421,972,2081,446,0.176493866
M87617,4665,3439,3378,3325,2352,1055,4289,376,0.080600214
M87618,3210,2694,2652,2599,1975,1317,2710,500,0.15576324
M87620,5717,4517,4452,4379,3189,1781,5097,620,0.108448487
M87621,2966,2443,2406,2367,1729,1103,2530,436,0.146999326
M87623,2825,2146,2104,2059,1382,789,2471,354,0.125309735
M87628,2496,1735,1691,1646,1094,439,2315,181,0.072516026
M87638,3533,2920,2895,2867,1999,1559,2670,863,0.244268327
M88001,7492,5594,5505,5432,3872,2216,6585,907,0.121062467
M88002,8930,7061,6948,6844,4804,2728,7739,1191,0.133370661
M88003,11319,9276,9147,9032,6393,4584,8913,2406,0.212562947
M88004,45738,35675,35130,34603,24617,15369,38470,7268,0.158905068
M88006,12169,8962,8751,8569,5893,2985,10927,1242,0.102062618
M88007,9477,7701,7585,7482,5304,3758,7607,1870,0.197319827
M88008,5720,4683,4605,4534,3181,2164,4724,996,0.174125874
M88009,9281,7079,6966,6855,4733,2874,7985,1296,0.139640125
M88010,9142,6972,6851,6746,4569,2876,7742,1400,0.153139357
M88013,14184,11169,11010,10855,7677,5014,11802,2382,0.167935702
M88014,5004,3956,3900,3850,2807,1556,4317,687,0.137290168
M88015,10362,8400,8287,8162,5800,3784,8619,1743,0.16821077
M88016,1857,1528,1496,1481,1001,724,1451,406,0.218632202
M88018,19707,15473,15247,15029,10757,6318,16914,2793,0.14172629
M88019,2295,1839,1818,1796,1249,723,1946,349,0.152069717
M88020,13294,11094,10976,10834,7890,4943,10941,2353,0.176997142
M88021,5907,4926,4845,4791,3333,2603,4430,1477,0.250042323
M88022,4207,3450,3398,3346,2312,1774,3309,898,0.213453768
M88023,3897,3052,2993,2950,2074,1305,3288,609,0.156274057
M88024,3204,2720,2693,2666,1788,1458,2460,744,0.232209738
M88026,4508,3435,3384,3321,2373,1198,4027,481,0.106699201
M88030,6172,5157,5088,5020,3399,2663,4800,1372,0.222294232
M88031,3994,3185,3131,3089,2100,1459,3319,675,0.169003505
M88035,3322,2586,2535,2495,1809,1078,2841,481,0.144792294
M88038,13889,11100,10919,10760,7635,4733,11737,2152,0.15494276
M88040,8164,6500,6400,6302,4550,2167,7296,868,0.106320431
M88041,3464,2532,2475,2409,1709,669,3235,229,0.066108545
M88042,4717,3724,3665,3611,2683,1272,4230,487,0.103243587
M88043,6466,4903,4825,4756,3508,1919,5676,790,0.122177544
M88044,4028,3334,3285,3228,2436,1282,3509,519,0.128848064
M88600,3254,2510,2474,2419,1639,939,2828,426,0.130915796
M88610,4272,3190,3134,3076,2199,939,3879,393,0.091994382
M88612,4076,3167,3108,3064,2219,1346,3488,588,0.144259078
M88616,11190,8833,8701,8558,6138,3610,9678,1512,0.135120643
M88618,2320,1778,1749,1717,1202,681,2016,304,0.131034483
M88619,8455,6615,6542,6463,4581,2760,7147,1308,0.15470136
M88620,2745,2119,2087,2049,1449,796,2418,327,0.119125683
M88623,2438,1967,1946,1924,1379,858,2028,410,0.168170632
M88625,3156,2449,2404,2369,1689,851,2786,370,0.117237009
M88626,2407,1902,1875,1859,1297,704,2087,320,0.132945575
M88627,2261,1837,1818,1794,1255,853,1868,393,0.173816895
M88628,3051,2445,2397,2360,1808,971,2642,409,0.134054408
M88629,1794,1453,1434,1411,1007,489,1629,165,0.091973244
M88630,5849,4534,4443,4370,3030,1728,5090,759,0.129765772
M88633,5055,3995,3934,3868,2752,1516,4413,642,0.127002967
M88635,1946,1570,1535,1506,996,665,1597,349,0.17934224
M88639,2894,2264,2227,2193,1582,721,2621,273,0.094333103
M88640,3233,2561,2524,2486,1808,995,2790,443,0.137024436
M88643,5253,4090,4030,3971,2804,1571,4611,642,0.122215877
M88645,10923,8558,8418,8283,5874,3629,9427,1496,0.136958711
M88646,1963,1542,1514,1493,1075,660,1681,282,0.143657667
M88647,4196,3079,3021,2967,2163,837,3897,299,0.071258341
M89001,3476,2931,2909,2879,2056,1549,2671,805,0.231588032
M89002,6524,4963,4874,4802,3394,2008,5647,877,0.134426732
M89003,40114,32974,32523,32097,22880,17245,30973,9141,0.227875555
M89005,7878,6597,6515,6425,4458,3437,6049,1829,0.232165524
M89007,5965,4729,4658,4571,3285,2122,5028,937,0.157082984
M89008,9238,7288,7182,7075,4890,3152,7827,1411,0.152738688
M89009,11416,9115,8987,8864,6210,4178,9438,1978,0.173265592
M89010,11158,9289,9153,9017,6267,5290,8285,2873,0.25748342
M89012,11671,9074,8935,8795,5917,3728,9902,1769,0.151572273
M89013,6246,4556,4467,4384,3068,1603,5553,693,0.110951009
M89015,11427,9276,9161,9040,6429,4549,9235,2192,0.191826376
M89016,12970,10812,10662,10520,7500,6089,9766,3204,0.247031611
M89017,55269,44952,44321,43708,31347,22024,43928,11341,0.205196403
M89019,11338,8987,8867,8730,6174,3932,9614,1724,0.152055036
M89021,4003,3395,3364,3331,2297,1817,3086,917,0.229078191
M89024,3041,2450,2422,2387,1729,1147,2509,532,0.174942453
M89026,11234,9024,8900,8788,6253,4439,9094,2140,0.190493146
M89027,7535,5696,5613,5533,3874,2290,6469,1066,0.141473125
M89030,4857,3929,3865,3807,2776,2170,3835,1022,0.210417953
M89602,3624,2962,2935,2896,2070,1477,2915,709,0.195640177
M89608,3196,2552,2511,2467,1843,1308,2591,605,0.189299124
M91003,7375,5956,5862,5784,4110,2881,5987,1388,0.18820339
M91004,9883,7482,7348,7197,5060,2808,8656,1227,0.124152585
M91006,4230,3303,3255,3200,2215,1462,3576,654,0.154609929
M91007,9960,8293,8159,8031,5647,4401,7841,2119,0.212751004
M91008,8662,6620,6483,6352,4327,2561,7462,1200,0.138536135
M91009,5624,4695,4623,4558,3295,2463,4418,1206,0.214438122
M91010,8989,7510,7412,7314,4987,4127,6784,2205,0.245299811
M91011,7171,5882,5798,5714,3851,2976,5522,1649,0.229953981
M91013,10230,8329,8216,8110,5617,3969,8408,1822,0.178103617
M91014,2681,2149,2109,2071,1505,901,2270,411,0.153301007
M91015,9082,7452,7361,7263,5088,3352,7417,1665,0.183329663
M91016,6314,5119,5046,4978,3501,2461,5076,1238,0.19607222
M91017,10066,8503,8417,8335,5608,4942,7255,2811,0.279256904
M91018,3293,2673,2625,2587,1870,1187,2733,560,0.170057698
M91019,15151,12386,12223,12064,8330,6221,12003,3148,0.207775064
M91020,5109,4080,4011,3955,2822,1868,4191,918,0.179682913
M91021,8143,6448,6357,6265,4493,2847,6818,1325,0.162716444
M91024,2419,2074,2046,2018,1373,1191,1738,681,0.28152129
M91026,4147,3018,2964,2902,2075,1093,3680,467,0.112611526
M91028,8759,7011,6925,6829,4886,3312,7069,1690,0.1929444
M91029,4916,3630,3571,3509,2448,1416,4293,623,0.126729048
M91032,5001,4112,4049,3974,2702,2050,4075,926,0.185162967
M91033,5051,4041,3989,3934,2827,1761,4252,799,0.158186498
M91034,4844,4041,3989,3949,2664,2195,3761,1083,0.223575557
M91036,3038,2276,2241,2198,1568,899,2662,376,0.123765635
M91602,1970,1497,1480,1449,1039,612,1713,257,0.130456853
M91609,1904,1501,1482,1455,1052,693,1594,310,0.162815126
M91611,2742,2015,1973,1940,1315,810,2351,391,0.142596645
M91612,3031,2372,2331,2303,1598,1081,2522,509,0.167931376
M91613,9829,7191,7040,6899,4870,1860,9207,622,0.063282124
M91614,6108,4822,4752,4681,3365,2092,5046,1062,0.173870334
M91616,7682,6026,5920,5836,4266,2419,6548,1134,0.147617808
M91619,5018,3790,3727,3658,2603,1315,4448,570,0.113591072
M91621,4802,3466,3375,3311,2296,885,4476,326,0.06788838
M91623,1718,1461,1445,1430,1003,814,1310,408,0.237485448
M91624,3152,2475,2435,2392,1666,1067,2736,416,0.131979695
M91626,4393,3411,3352,3305,2335,1585,3611,782,0.178010471
M91628,2971,2289,2246,2211,1572,866,2596,375,0.126220128
M91629,5855,4252,4171,4116,2866,1292,5369,486,0.083005978
M91637,3611,2940,2904,2879,1942,1629,2662,949,0.262808086
M91639,1842,1522,1498,1476,1109,786,1506,336,0.182410423
M91640,3730,2823,2777,2735,1911,1157,3230,500,0.134048257
M91641,4191,3213,3152,3093,2142,1278,3595,596,0.142209497
M91642,1542,1266,1255,1234,871,607,1271,271,0.175745785
M91647,4757,3844,3789,3741,2654,1948,3783,974,0.204750893
M91650,9183,7486,7401,7304,5016,3821,7262,1921,0.209190896
M91654,2881,2310,2274,2250,1632,1084,2433,448,0.155501562
M91659,2694,1872,1838,1784,1282,518,2504,190,0.070527097
M91660,5005,3722,3656,3591,2605,1343,4406,599,0.11968032
M92001,3351,2622,2576,2528,1854,1049,2959,392,0.116980006
M92002,8215,6973,6885,6792,4520,3892,6130,2085,0.253804017
M92003,1609,1329,1313,1294,924,693,1251,358,0.222498446
M92004,3009,2434,2401,2378,1644,1226,2405,604,0.20073114
M92006,4921,4086,4012,3962,2829,2079,3887,1034,0.210119894
M92007,6932,5458,5371,5289,3819,2225,5902,1030,0.148586267
M92008,12474,10422,10287,10169,7195,5598,9423,3051,0.244588745
M92009,14049,11354,11215,11089,7767,5526,11341,2708,0.192753933
M92010,12103,10134,9985,9855,6731,5433,9123,2980,0.246219945
M92011,11324,9283,9152,9058,6537,4926,8724,2600,0.229600848
M92012,10126,7865,7740,7608,5364,3146,8701,1425,0.140726842
M92013,6877,5394,5309,5230,3685,2187,5895,982,0.142794823
M92014,1954,1687,1668,1648,1200,887,1525,429,0.219549642
M92015,2769,2207,2187,2153,1524,919,2364,405,0.146262189
M92016,18442,14188,13985,13789,9928,4576,16629,1813,0.09830821
M92019,6321,4943,4857,4775,3303,2153,5383,938,0.148394241
M92022,4337,3277,3239,3190,2206,1453,3685,652,0.150334332
M92026,3779,3101,3058,3019,2110,1567,3044,735,0.194495898
M92028,9881,8233,8179,8102,5331,1960,9164,717,0.072563506
M92029,5224,4395,4324,4253,2968,2142,4129,1095,0.209609495
M92039,6767,5424,5351,5281,3776,2505,5636,1131,0.167134624
M92040,8875,6908,6800,6714,4718,2679,7664,1211,0.136450704
M92041,4607,3568,3503,3439,2447,1424,4042,565,0.122639462
M92042,3884,3216,3184,3148,2268,1344,3299,585,0.15061792
M92043,5845,4965,4895,4819,3431,2492,4560,1285,0.219846022
M92044,4325,3594,3540,3485,2371,1941,3292,1033,0.238843931
M92607,14784,11446,11267,11097,7888,3957,13083,1701,0.115056818
M92609,5500,4399,4327,4262,3121,1939,4641,859,0.156181818
M92612,35855,28589,28142,27718,19496,12084,30174,5681,0.158443732
M92627,3384,2692,2650,2611,1835,1302,2721,663,0.195921986
M92629,3626,2759,2688,2627,1871,987,3276,350,0.096525097
M92630,5555,4303,4240,4146,2879,1670,4846,709,0.127632763
M92640,2511,2088,2057,2031,1493,786,2208,303,0.120669056
M92649,3726,2909,2859,2824,1946,1366,3014,712,0.19108964
M92654,7659,5914,5808,5704,3951,2362,6562,1097,0.143230187
N81001,4776,4135,4096,4049,2901,2688,3210,1566,0.327889447
N81002,12974,10816,10661,10519,7609,5964,9832,3142,0.242176661
N81005,9488,7873,7782,7685,5538,4101,7436,2052,0.216273187
N81006,5230,4424,4362,4311,3247,2676,3941,1289,0.246462715
N81007,10409,8817,8719,8617,6317,4573,8117,2292,0.220194063
N81008,10216,8563,8455,8351,5839,4915,7320,2896,0.283476899
N81009,7528,6158,6059,5970,4244,3274,5766,1762,0.234059511
N81010,7053,5801,5723,5648,4118,2969,5585,1468,0.208138381
N81011,14921,12154,11997,11827,8678,5952,12134,2787,0.186783728
N81012,10384,8388,8284,8183,6036,3612,8820,1564,0.150616333
N81013,7701,6344,6281,6198,4595,3125,6166,1535,0.199324763
N81014,9024,7363,7233,7125,5242,4078,7030,1994,0.220966312
N81016,29379,23280,22981,22663,16170,8411,25928,3451,0.117464856
N81018,7899,6637,6540,6451,4578,3999,5705,2194,0.277756678
N81019,12985,10312,10153,10003,7346,4452,10962,2023,0.155795148
N81020,13741,11791,11642,11505,7743,6883,9735,4006,0.291536278
N81022,33482,28284,27952,27652,19954,16709,24392,9090,0.271489158
N81024,10536,8581,8479,8352,5950,4088,8641,1895,0.179859529
N81025,9307,7403,7279,7186,5400,3476,7729,1578,0.169549801
N81026,9759,7929,7809,7720,5677,4425,7460,2299,0.235577416
N81027,13507,11346,11206,11058,7974,6403,10022,3485,0.258014363
N81028,8295,6698,6605,6533,4872,2829,6946,1349,0.162628089
N81029,12709,10733,10604,10490,7470,5496,10020,2689,0.211582343
N81030,17490,14879,14691,14514,10553,8708,12850,4640,0.265294454
N81031,5782,4926,4864,4806,3411,3125,4002,1780,0.307851954
N81032,26026,21491,21214,20969,15184,10914,20718,5308,0.203949896
N81033,8356,7086,6990,6895,4912,4111,6180,2176,0.26041168
N81034,13002,10803,10693,10586,7791,4880,10618,2384,0.183356407
N81035,9994,8390,8293,8196,5875,4455,7721,2273,0.227436462
N81036,7211,6016,5941,5886,4182,2699,5944,1267,0.175703786
N81037,8585,6897,6802,6722,4845,3260,7174,1411,0.164356436
N81038,7294,6116,6019,5929,4291,3501,5459,1835,0.251576638
N81039,11219,9282,9156,9043,6623,4857,8926,2293,0.204385418
N81040,6129,4895,4830,4767,3573,2099,5239,890,0.145211291
N81041,8469,7073,6984,6911,4906,3497,6882,1587,0.187389302
N81042,6950,5807,5729,5658,4025,3421,5019,1931,0.277841727
N81043,5826,5020,4957,4902,3540,2972,4304,1522,0.261242705
N81044,10024,8286,8173,8060,5611,3960,8070,1954,0.194932163
N81045,14446,11902,11752,11620,8374,5926,11617,2829,0.195832756
N81046,10108,8224,8136,8042,5946,3917,8170,1938,0.191729323
N81047,13324,11229,11070,10904,7487,5922,10159,3165,0.237541279
N81048,14093,11430,11274,11113,8010,5075,11701,2392,0.169729653
N81049,6224,5097,5040,4987,3564,2748,4768,1456,0.233933162
N81050,20335,16764,16563,16379,11599,8388,16166,4169,0.205015982
N81051,7307,6142,6066,5992,4372,3523,5463,1844,0.25236075
N81052,11311,9290,9186,9085,6557,4907,8731,2580,0.228096543
N81053,16187,13081,12910,12752,8966,5736,13493,2694,0.166429851
N81054,9049,7319,7203,7088,5232,3280,7521,1528,0.168858437
N81055,7576,6444,6367,6308,4583,3473,5968,1608,0.212249208
N81056,10073,8126,8011,7904,5761,3675,8565,1508,0.149707138
N81057,12909,10681,10562,10439,7459,5380,10164,2745,0.212642343
N81059,12379,10226,10073,9909,7091,5703,9604,2775,0.224169965
N81060,9222,7802,7702,7616,5379,4545,6626,2596,0.281500759
N81061,8219,6725,6635,6578,4854,3415,6559,1660,0.201971043
N81062,15433,12924,12766,12611,9159,6666,12192,3241,0.210004536
N81063,11688,9394,9260,9107,6360,4022,9997,1691,0.144678303
N81064,7299,5917,5853,5768,4227,2708,6016,1283,0.175777504
N81065,7263,5686,5614,5544,3997,2159,6361,902,0.124191106
N81066,14320,11800,11669,11521,8317,5508,11789,2531,0.17674581
N81067,9040,7244,7150,7079,5296,3611,7253,1787,0.197676991
N81068,14207,11654,11507,11342,8018,5261,11836,2371,0.166889561
N81069,4143,3576,3548,3502,2488,2214,2991,1152,0.278059377
N81070,9755,8029,7932,7837,5667,4118,7677,2078,0.213018965
N81071,4746,4097,4046,3999,2982,2514,3455,1291,0.272018542
N81072,8037,6316,6198,6102,4696,2773,6777,1260,0.156774916
N81074,5156,4003,3935,3877,2788,1784,4406,750,0.145461598
N81075,16070,13545,13364,13174,9413,7678,12134,3936,0.244928438
N81077,12527,10526,10363,10227,7327,6284,9022,3505,0.279795641
N81079,9823,8157,8062,7961,5425,3538,8258,1565,0.159319963
N81080,8071,7080,7028,6985,4191,2832,6605,1466,0.181637963
N81081,10927,9718,9648,9597,5278,3240,9278,1649,0.150910588
N81082,15859,13451,13294,13143,9369,7075,12241,3618,0.228135444
N81083,5356,4283,4212,4139,3037,1691,4684,672,0.125466766
N81084,18631,15551,15343,15144,10977,8582,14233,4398,0.236058183
N81085,9178,7596,7515,7430,5407,4058,7099,2079,0.226519939
N81086,12827,10070,9923,9762,7483,4315,10953,1874,0.146098074
N81087,25009,20627,20357,20116,14783,11018,19444,5565,0.222519893
N81088,10953,9159,9031,8921,6557,4741,8593,2360,0.215466082
N81089,8679,7171,7085,6996,5027,3449,6935,1744,0.200944809
N81090,4471,3707,3660,3617,2600,1936,3412,1059,0.236859763
N81092,12328,10172,10042,9916,7136,5126,10020,2308,0.187216093
N81093,16500,13730,13543,13352,9667,6833,13245,3255,0.197272727
N81096,8472,6671,6562,6458,4891,2805,7128,1344,0.158640227
N81097,2703,2258,2233,2206,1552,1110,2131,572,0.211616722
N81100,7225,5678,5606,5532,3999,2916,5728,1497,0.207197232
N81101,7340,6205,6116,6032,4443,3147,5873,1467,0.19986376
N81102,2721,2479,2463,2441,1289,979,2220,501,0.184123484
N81107,3204,2605,2573,2541,1897,1134,2704,500,0.156054931
N81108,10536,8438,8304,8170,6118,4413,8366,2170,0.205960516
N81109,6539,5318,5231,5149,3805,2511,5387,1152,0.176173727
N81111,6312,5210,5165,5112,3672,2807,4897,1415,0.224176172
N81113,6999,5778,5704,5627,4180,2670,5876,1123,0.160451493
N81114,11220,9336,9230,9112,6930,4700,9191,2029,0.18083779
N81115,6986,5437,5354,5300,3884,2299,5864,1122,0.160606928
N81117,5556,4397,4342,4280,3084,1940,4704,852,0.153347732
N81118,7885,6480,6402,6318,4726,3539,6086,1799,0.228154724
N81119,5176,4010,3955,3900,2815,1622,4471,705,0.136205564
N81120,5217,4250,4199,4143,3086,2456,4003,1214,0.232700786
N81121,7073,6085,6026,5962,3780,2566,5743,1330,0.188039022
N81122,10616,8862,8736,8617,6372,4445,8892,1724,0.162396383
N81123,6364,5015,4934,4868,3488,2083,5547,817,0.128378378
N81125,7278,6258,6193,6126,4246,3751,5156,2122,0.291563616
N81127,8147,6674,6605,6515,4509,3367,6553,1594,0.195654842
N81607,2928,2277,2248,2205,1578,863,2591,337,0.115095628
N81614,4584,3853,3797,3747,2813,2253,3540,1044,0.227748691
N81619,3587,2766,2725,2687,1921,957,3244,343,0.095623083
N81623,7756,6413,6303,6189,4622,3388,6343,1413,0.182181537
N81624,8426,6972,6880,6783,4969,4015,6345,2081,0.246973653
N81626,4153,3168,3112,3059,2211,1255,3632,521,0.125451481
N81628,11269,8915,8822,8728,6301,2867,10172,1097,0.097346703
N81632,5549,4463,4403,4344,3325,2024,4771,778,0.140205442
N81637,3104,2570,2546,2522,1855,682,2850,254,0.081829897
N81642,4650,3869,3814,3771,2836,1974,3835,815,0.175268817
N81645,2575,2034,1996,1968,1395,748,2251,324,0.125825243
N81651,3639,2933,2880,2830,2129,1264,3190,449,0.123385545
N81655,389,389,389,387.9543011,318.938172,100.3870968,378,11,0.028277635
N82001,5682,4546,4488,4441,3226,2185,4653,1029,0.181098205
N82002,4309,3289,3253,3203,2285,1420,3656,653,0.151543282
N82003,3861,3090,3042,2996,2125,1424,3176,685,0.177415177
N82004,3201,2550,2518,2488,1800,873,2846,355,0.110902843
N82009,8341,6882,6804,6723,5002,3518,6564,1777,0.213044
N82011,11015,9122,9017,8886,6202,4064,9256,1759,0.15969133
N82014,6650,5553,5475,5408,3906,2751,5337,1313,0.197443609
N82018,13253,10169,10022,9868,7089,4136,11500,1753,0.132271938
N82019,4719,3685,3627,3573,2552,1684,3965,754,0.159779614
N82022,9071,7579,7500,7424,5123,2799,7866,1205,0.132840922
N82024,13100,10761,10608,10467,7600,5210,10702,2398,0.183053435
N82026,6051,5131,5065,5007,3602,2471,4912,1139,0.18823335
N82033,5262,4338,4279,4235,3031,1847,4426,836,0.158874952
N82034,6072,5066,5014,4953,3523,2464,4926,1146,0.188735178
N82035,9296,7614,7529,7437,5402,3835,7462,1834,0.197289157
N82036,3782,3068,3030,2985,2043,1471,3061,721,0.190639873
N82037,11959,10015,9873,9748,6988,4864,9751,2208,0.184630822
N82039,3685,2962,2931,2899,2185,1404,2992,693,0.188059701
N82041,11266,9166,9060,8955,6507,4525,8991,2275,0.201935026
N82046,8493,7382,7325,7263,4605,2583,7335,1158,0.13634758
N82048,6788,5716,5662,5595,3990,2874,5372,1416,0.208603418
N82049,6228,5022,4953,4900,3549,2156,5301,927,0.148843931
N82050,2414,2028,2006,1985,1463,1006,1932,482,0.1996686
N82052,5492,4381,4322,4254,3060,1836,4712,780,0.142024763
N82053,16470,13401,13218,13063,9457,6247,13690,2780,0.168791743
N82054,6873,5638,5580,5529,3965,1882,6133,740,0.107667685
N82058,5037,4115,4042,3984,2816,1837,4263,774,0.153662895
N82059,5428,4678,4626,4581,3390,1829,4732,696,0.128224024
N82062,7203,5956,5897,5831,4457,2825,5859,1344,0.186588921
N82065,4195,3429,3369,3314,2396,1225,3703,492,0.117282479
N82066,8902,7578,7504,7414,5297,4260,6626,2276,0.255672882
N82067,3928,3356,3324,3298,2314,1313,3359,569,0.144857434
N82070,9018,7657,7572,7495,5277,3248,7567,1451,0.160900421
N82073,6619,5578,5523,5482,3934,2656,5321,1298,0.19610213
N82074,9822,8041,7930,7814,5682,3571,8295,1527,0.155467318
N82076,7705,6172,6084,6010,4226,1943,7022,683,0.088643738
N82077,2727,2253,2220,2194,1558,1065,2232,495,0.181518152
N82078,3473,2878,2842,2812,2056,1359,2863,610,0.175640656
N82079,6459,5406,5343,5292,3869,1699,5780,679,0.105124632
N82081,4729,3940,3900,3861,2568,1482,4068,661,0.139775851
N82082,5582,5110,5076,5050,2960,1494,4923,659,0.118058044
N82083,9248,7219,7111,6988,5108,2987,8078,1170,0.126513841
N82084,6945,5956,5883,5827,4147,3302,5344,1601,0.230525558
N82086,3475,2841,2800,2754,1968,1377,2853,622,0.178992806
N82087,2466,2082,2055,2037,1525,1047,2022,444,0.180048662
N82089,3685,2542,2497,2462,1711,695,3435,250,0.067842605
N82090,9616,7846,7751,7641,5368,3503,8102,1514,0.157445923
N82091,2335,1863,1835,1812,1296,655,2082,253,0.108351178
N82092,8243,7050,6978,6890,4475,3517,6471,1772,0.214970278
N82093,3358,2801,2757,2713,1927,1306,2804,554,0.164979154
N82094,7988,6605,6520,6427,4625,3343,6407,1581,0.197921883
N82095,4767,3862,3806,3767,2662,1525,4042,725,0.152087267
N82097,8303,6622,6528,6434,4648,2638,7261,1042,0.125496808
N82099,8025,6289,6202,6135,4387,2303,7065,960,0.119626168
N82101,2688,2266,2240,2208,1583,1177,2093,595,0.221354167
N82103,7567,5926,5853,5758,4059,2169,6763,804,0.106250826
N82104,4331,3710,3676,3634,2628,1940,3428,903,0.208496883
N82106,3682,3137,3108,3080,2189,1753,2766,916,0.248777838
N82107,1597,1422,1408,1405,1054,756,1189,408,0.255479023
N82108,7599,6131,6077,6017,4119,2552,6322,1277,0.168048427
N82109,4526,3644,3602,3566,2571,1588,3867,659,0.145603182
N82110,8022,6361,6271,6183,4525,2805,6938,1084,0.135128397
N82113,6994,5192,5109,5028,3480,1255,6517,477,0.068201315
N82115,7750,6459,6376,6316,4456,2712,6529,1221,0.157548387
N82116,6766,5357,5290,5219,3824,2338,5749,1017,0.150310375
N82117,46756,45351,45304,45221,12009,2809,45919,837,0.017901446
N82617,7386,7077,7064,7053,2159,677,7078,308,0.041700514
N82633,2681,2196,2173,2146,1515,1079,2153,528,0.19694144
N82641,7040,5994,5941,5890,4445,1994,6189,851,0.120880682
N82645,6389,5260,5213,5161,3127,1367,5842,547,0.085615902
N82646,9661,7244,7102,6946,4793,2131,8802,859,0.088914191
N82648,1573,1314,1301,1285,951,579,1353,220,0.13986014
N82650,4017,3079,3026,2979,2128,1073,3637,380,0.094597959
N82651,4485,3740,3704,3659,2668,1713,3643,842,0.187736901
