PRACTICE_CODE,TOTAL,16OV,17OV,18OV,30_74,50OV,0_64,65OV,65OV%
E87037,8477,7323.608761,7252.319819,7188.478976,5183.876491,2612.154512,7415,1062,0.12528017
E87038,4724,3968,3932,3893,2897,1730,4004,720,0.152413209
E87043,6826,5574,5503,5434,4216,1809,6216,610,0.089364196
E87045,4096,3789,3767,3748,2511,1375,3542,554,0.135253906
E87046,8575,7068,7008,6948,5431,2126,7785,790,0.09212828
E87047,6182,5690,5654,5620,4008,2053,5311,871,0.140892915
E87048,3143,2748,2726,2704,2170,1147,2635,508,0.161629017
E87050,2089,1824,1810,1793,1323,580,1863,226,0.108185735
E87052,3499,2981,2944,2917,2064,1074,3056,443,0.126607602
E87061,10726,8966,8918,8873,7000,2329,9827,899,0.083815029
E87063,12240,10596,10516,10432,7425,2289,11406,834,0.068137255
E87065,2853,2454,2426,2406,1754,993,2453,400,0.140203295
E87066,7602,6905,6866,6832,4963,2010,6897,705,0.092738753
E87067,10253,8885,8794,8704,6754,3732,8817,1436,0.140056569
E87069,3259,3081,3069,3060,2317,841,3023,236,0.072414851
E87070,5840,5118,5092,5056,3666,1619,5184,656,0.112328767
E87609,19669,16084,15894,15722,11703,5431,17260,2409,0.122476994
E87637,16953,14363,14210,14056,10476,4384,15414,1539,0.090780393
E87648,2464,2271,2260,2248,1605,897,2060,404,0.163961039
E87663,3269,2710,2662,2629,1931,1027,2898,371,0.113490364
E87665,5381,4527,4480,4437,3226,1912,4521,860,0.159821594
E87677,16952,16796,16781,16748,3040,540,16683,269,0.015868334
E87681,13377,11779,11713,11641,8458,3030,12188,1189,0.088883905
E87691,221,178,145,83,29,16,216,5,0.022624434
E87694,277,255,255,254,161,86,251,26,0.093862816
E87701,8722,7536,7461,7412,5519,3229,7240,1482,0.169915157
E87702,2632,2334,2323,2307,1630,934,2203,429,0.162993921
E87706,4223,3574,3530,3480,2579,1505,3655,568,0.134501539
E87711,296,296,296,296,70,295,7,289,0.976351351
E87714,4203,3868,3849,3835,2856,944,3969,234,0.055674518
E87715,8436,7093,7037,6961,5367,2456,7536,900,0.106685633
E87720,8443,7400,7314,7260,5292,1909,7877,566,0.067037783
E87722,6365,5780,5759,5730,4024,1216,5976,389,0.061115475
E87733,3724,3160,3107,3066,2223,1157,3336,388,0.104189044
E87735,1381,1167,1149,1133,822,584,1121,260,0.18826937
E87737,10752,9671,9616,9567,6306,2654,9654,1098,0.102120536
E87738,16016,13968,13854,13728,10446,5757,13667,2349,0.146665834
E87739,7537,6495,6434,6372,4623,2107,6794,743,0.098580337
E87740,2357,2356,2356,2356,2106,753,2253,104,0.044123886
E87741,3842,3238,3195,3158,2390,1158,3506,336,0.087454451
E87742,2694,2309,2277,2248,1580,913,2333,361,0.134001485
E87745,7181,6312,6279,6253,4745,2114,6343,838,0.116696839
E87746,3660,3289,3253,3198,2263,870,3389,271,0.074043716
E87750,4010,3572,3540,3507,2801,1381,3538,472,0.117705736
E87751,2127,1769,1738,1712,1215,704,1867,260,0.122237894
E87753,8995,7776,7708,7669,5766,2300,8141,854,0.094941634
E87754,7053,6081,6018,5968,4441,1720,6414,639,0.090599745
E87755,3588,2926,2864,2820,1898,885,3298,290,0.080824972
E87756,3785,3131,3078,3030,2308,1160,3388,397,0.104887715
E87762,5480,4859,4823,4778,3402,1745,4761,719,0.13120438
E87768,17386,17383,17381,17358,1913,90,17372,14,0.000805246
E87772,483,483,483,483,440,159,468,15,0.031055901
F81001,12857,10572,10449,10324,7105,5617,9822,3035,0.236058178
F81003,6069,4984,4916,4853,3552,2211,5079,990,0.163124073
F81004,9932,8100,7979,7839,5823,4233,8057,1875,0.188783729
F81006,6326,4887,4816,4720,3294,1972,5446,880,0.139108441
F81007,21022,17210,16978,16759,11828,8457,16868,4154,0.197602512
F81009,10432,8542,8421,8320,6122,4387,8216,2216,0.212423313
F81010,12459,9829,9682,9534,6949,4225,10580,1879,0.150814672
F81011,7656,6275,6181,6081,4504,3315,6029,1627,0.212513062
F81012,7622,6633,6563,6482,4452,4370,4909,2713,0.355943322
F81013,11998,9757,9626,9498,6847,4913,9549,2449,0.204117353
F81014,11113,9016,8908,8800,6233,4196,9056,2057,0.185098533
F81015,12829,10352,10179,10006,7399,5205,10414,2415,0.188245382
F81016,5336,4322,4275,4225,3223,1921,4478,858,0.160794603
F81017,8297,7272,7193,7127,4655,4966,5033,3264,0.393395203
F81019,17646,14293,14083,13865,9517,7631,13504,4142,0.234727417
F81020,7411,6282,6209,6136,4629,3762,5631,1780,0.240183511
F81021,9181,7782,7680,7583,5578,4735,6629,2552,0.277965363
F81022,14947,12441,12268,12087,8523,6810,11451,3496,0.233893089
F81023,12736,10288,10147,10001,7454,4240,10960,1776,0.139447236
F81024,5474,4418,4356,4286,3186,2166,4507,967,0.17665327
F81025,9663,7823,7728,7642,5483,3097,8358,1305,0.135051226
F81026,7368,6509,6438,6374,4074,4702,4177,3191,0.433089034
F81027,19919,15701,15462,15227,10815,6304,17065,2854,0.143280285
F81028,8603,7129,7028,6919,5054,3855,6524,2079,0.241659886
F81029,7051,5596,5531,5454,4082,2161,6125,926,0.13132889
F81030,16433,13500,13325,13159,9271,6829,12836,3597,0.218888821
F81031,7356,5700,5597,5493,3937,2288,6386,970,0.131865144
F81032,3319,2806,2763,2732,1927,1515,2526,793,0.238927388
F81034,8667,7108,7008,6897,5148,4009,6629,2038,0.235144802
F81036,18348,14771,14561,14347,10307,6946,14987,3361,0.183180728
F81037,8094,6654,6549,6462,4311,3491,6215,1879,0.23214727
F81038,13546,11263,11115,10974,7807,5825,10491,3055,0.225527831
F81040,4448,3810,3755,3706,2633,2306,3237,1211,0.272257194
F81041,12888,10751,10629,10517,7320,5753,9698,3190,0.24751707
F81042,36894,29586,29153,28744,20438,13081,30617,6277,0.170136065
F81043,19803,16319,16082,15872,11276,8625,15256,4547,0.229611675
F81044,7372,6254,6171,6098,4385,3639,5509,1863,0.252712968
F81045,3352,2744,2717,2688,1872,1472,2546,806,0.240453461
F81046,4997,4252,4208,4156,2860,2419,3647,1350,0.270162097
F81047,10804,8660,8539,8430,5982,3958,9028,1776,0.164383562
F81048,11242,9344,9201,9044,6425,4548,9167,2075,0.184575698
F81049,12158,9946,9815,9688,6847,5491,9341,2817,0.231699293
F81051,7271,5923,5851,5757,4121,2982,5762,1509,0.20753679
F81052,14499,12273,12164,12047,7915,7660,9830,4669,0.322022208
F81053,10747,8547,8427,8308,6182,3863,8953,1794,0.166930306
F81055,13400,11039,10870,10707,7578,5610,10666,2734,0.204029851
F81056,9188,7645,7559,7462,5402,3876,7225,1963,0.213648237
F81057,13149,10731,10574,10419,7363,4440,11099,2050,0.155905392
F81060,5136,3927,3867,3806,2704,1576,4462,674,0.13123053
F81061,6948,5998,5941,5881,4018,3636,4833,2115,0.304404145
F81062,8920,7215,7118,7037,4926,3233,7242,1678,0.188116592
F81065,4224,3468,3419,3369,2441,1693,3390,834,0.197443182
F81066,6134,5303,5243,5172,3472,3184,4239,1895,0.308933812
F81067,15971,13223,13053,12859,9025,6965,12208,3763,0.235614551
F81068,15660,12928,12749,12579,8872,6834,12075,3585,0.228927203
F81069,6999,5601,5523,5449,4012,2794,5604,1395,0.199314188
F81071,13301,11227,11118,11008,7122,3806,11515,1786,0.134275618
F81072,7316,5939,5881,5838,4373,2909,5859,1457,0.199152542
F81075,12821,10951,10789,10646,7367,6315,9269,3552,0.277045472
F81076,4199,3486,3448,3398,2505,1972,3168,1031,0.245534651
F81078,12220,9469,9291,9134,6948,3718,10729,1491,0.122013093
F81080,12363,10058,9902,9759,7188,5221,9726,2637,0.213297743
F81081,19908,16252,16043,15849,11337,6937,16853,3055,0.153455897
F81082,6237,5100,5033,4972,3498,2674,4741,1496,0.239858907
F81083,11940,9876,9752,9647,6754,4404,9599,2341,0.196063652
F81085,13968,11356,11190,11054,7723,5089,11367,2601,0.18621134
F81086,7924,6419,6334,6244,4393,3050,6415,1509,0.190434124
F81087,13636,11283,11115,10979,7585,5642,10616,3020,0.221472573
F81088,2776,2306,2279,2252,1596,1022,2228,548,0.19740634
F81089,10382,8693,8584,8492,5919,4833,7806,2576,0.248121749
F81090,10640,8601,8500,8394,6142,4417,8419,2221,0.208740602
F81091,9003,7429,7358,7297,5001,3164,7403,1600,0.177718538
F81092,4951,4049,3997,3962,2889,2011,3910,1041,0.210260553
F81095,18859,14571,14370,14165,10184,5966,16115,2744,0.145500822
F81096,10080,8387,8280,8162,5569,4534,7447,2633,0.261210317
F81097,17152,13959,13798,13638,9927,5890,14484,2668,0.155550373
F81098,8051,6798,6707,6623,4551,3648,6105,1946,0.241709104
F81099,13164,11172,11029,10871,7603,6447,9653,3511,0.266712246
F81100,24441,20233,19942,19618,14122,10571,19108,5333,0.218198928
F81101,5452,4760,4705,4654,3198,2736,3987,1465,0.268708731
F81102,6609,5349,5258,5178,3754,2652,5267,1342,0.203056438
F81104,5155,4227,4174,4126,2965,2242,3931,1224,0.237439379
F81105,19556,15475,15172,14855,10996,7320,16258,3298,0.168643894
F81106,10141,7985,7862,7739,5545,3492,8676,1465,0.144463071
F81108,18047,14399,14164,13951,9931,6580,14808,3239,0.179475813
F81110,11494,8618,8471,8326,5884,3571,9888,1606,0.139725074
F81111,6730,5306,5239,5175,3956,2528,5653,1077,0.160029718
F81112,13348,11027,10871,10735,7758,5963,9994,3354,0.251273599
F81113,15255,11494,11259,11044,8552,3898,14103,1152,0.075516224
F81114,12981,10650,10506,10357,7305,5610,9896,3085,0.237655034
F81115,29466,24061,23730,23451,16948,12020,23202,6264,0.212583995
F81116,10527,8857,8751,8645,5988,5070,7610,2917,0.277096989
F81117,10316,8522,8423,8321,6007,3998,8404,1912,0.185343156
F81118,14761,11638,11443,11281,8281,5759,12137,2624,0.177765734
F81119,7747,6443,6362,6281,4579,3655,5857,1890,0.243965406
F81120,13182,10255,10113,9980,7198,4356,11204,1978,0.150053103
F81121,7210,5992,5916,5840,4059,3343,5326,1884,0.261303745
F81122,28126,22613,22254,21966,15630,10529,22803,5323,0.189255493
F81123,21302,17457,17190,16979,11850,9186,16128,5174,0.242887992
F81125,13778,11810,11642,11482,8028,6645,10380,3398,0.246625054
F81126,8763,7497,7428,7341,5266,4542,6257,2506,0.285975123
F81128,15321,12807,12652,12484,8727,7074,11321,4000,0.261079564
F81130,6029,5069,4996,4945,3522,2835,4600,1429,0.237021065
F81131,8108,6681,6577,6479,4621,3645,6255,1853,0.228539714
F81132,17983,14469,14224,14006,10280,6839,14459,3524,0.195962854
F81133,11639,9806,9682,9561,6751,5631,8487,3152,0.270813644
F81134,7878,6364,6281,6186,4543,2934,6530,1348,0.171109419
F81136,11826,9376,9259,9134,6746,3754,10175,1651,0.139607644
F81137,7795,6415,6320,6240,4506,3295,6188,1607,0.206157793
F81141,17907,17213,17180,17127,3549,1802,16997,910,0.050818116
F81142,6874,5669,5606,5544,3932,2985,5257,1617,0.235234216
F81144,21257,16865,16630,16413,12096,7890,17396,3861,0.181634285
F81147,5344,4498,4443,4394,2950,2345,4057,1287,0.240830838
F81149,10751,8872,8759,8639,6371,4807,8345,2406,0.223793136
F81150,11340,8721,8595,8470,5952,3395,9919,1421,0.125308642
F81152,11704,9448,9319,9198,6596,4024,9851,1853,0.158321941
F81153,12357,10060,9902,9754,7026,4864,9859,2498,0.202152626
F81155,5347,4222,4152,4081,2893,1858,4494,853,0.159528708
F81156,8165,6631,6557,6478,4361,3574,6183,1982,0.242743417
F81158,3789,3014,2975,2942,2113,1380,3150,639,0.168646081
F81159,5802,4738,4697,4650,3125,1471,5247,555,0.09565667
F81163,6882,5729,5655,5571,3875,3078,5376,1506,0.218831735
F81164,10765,8630,8505,8395,6145,3761,9105,1660,0.154203437
F81165,4814,3963,3933,3883,2919,1881,3970,844,0.175321978
F81169,7679,6317,6241,6148,4417,3038,6185,1494,0.194556583
F81170,6136,5035,4972,4916,3678,2555,4854,1282,0.2089309
F81173,6376,4847,4776,4711,3494,1900,5427,949,0.148839398
F81176,2619,2107,2087,2063,1532,1013,2133,486,0.18556701
F81177,3978,3134,3090,3049,2160,1346,3304,674,0.169431875
F81181,16418,12770,12602,12446,8939,3996,14870,1548,0.094286758
F81183,5039,4315,4276,4236,3116,2611,3769,1270,0.252034134
F81184,3989,3331,3291,3254,2348,1842,3026,963,0.241413888
F81186,6895,5164,5068,4983,3630,1792,6116,779,0.112980421
F81192,9857,8032,7915,7808,5506,4037,7716,2141,0.217206046
F81193,5868,4673,4612,4563,3305,1942,4949,919,0.156612134
F81197,2637,2107,2073,2044,1529,884,2267,370,0.140310959
F81198,2677,2230,2201,2174,1536,1162,2103,574,0.214419126
F81205,6297,5062,4986,4918,3576,2595,5008,1289,0.204700651
F81206,5546,3993,3929,3851,2671,1550,4889,657,0.118463758
F81207,1896,1612,1601,1584,1213,660,1607,289,0.15242616
F81209,2749,2333,2312,2285,1669,1236,2126,623,0.226627865
F81211,5525,4289,4218,4145,3057,1655,4851,674,0.12199095
F81212,10142,8069,7963,7864,5446,3983,8145,1997,0.196903964
F81213,7601,6485,6405,6329,4555,4125,5186,2415,0.317721352
F81215,9514,7954,7835,7716,5346,4437,7246,2268,0.238385537
F81216,4424,3542,3468,3419,2448,1574,3749,675,0.152576854
F81218,1945,1542,1523,1501,1157,678,1665,280,0.143958869
F81219,4512,3833,3782,3729,2628,1938,3598,914,0.202570922
F81221,4797,4032,3976,3917,2786,2202,3635,1162,0.24223473
F81222,5271,4251,4184,4131,3012,1941,4490,781,0.148169228
F81223,3227,2675,2640,2605,1880,1383,2494,733,0.227145956
F81606,2886,2469,2422,2389,1726,1491,2054,832,0.288288288
F81613,7552,6073,5971,5884,4163,2873,6189,1363,0.180481992
F81618,3926,3196,3150,3096,2226,1569,3134,792,0.201732043
F81619,3625,2902,2872,2839,2098,1279,3036,589,0.162482759
F81623,2511,2014,1977,1958,1477,812,2141,370,0.147351653
F81632,3860,2931,2881,2838,2060,1084,3412,448,0.116062176
F81633,3804,3166,3140,3111,2216,1706,2915,889,0.233701367
F81635,2289,1848,1824,1805,1348,816,1907,382,0.166885103
F81636,13911,10726,10529,10387,7898,4028,12239,1672,0.120192653
F81640,4443,3396,3329,3267,2459,1341,3921,522,0.117488184
F81641,3263,2666,2628,2595,1951,1050,2779,484,0.148329758
F81645,4154,3355,3311,3260,2478,1570,3413,741,0.178382282
F81649,4119,3363,3326,3285,2384,1623,3275,844,0.204904103
F81651,3131,2588,2553,2515,1746,1295,2441,690,0.220376876
F81652,3207,2486,2443,2412,1795,1064,2749,458,0.142812597
F81656,2936,2332,2301,2265,1621,988,2528,408,0.138964578
F81665,4664,3707,3665,3619,2772,1443,4061,603,0.129288165
F81666,3728,2956,2912,2878,2205,1322,3175,553,0.14833691
F81669,6560,4706,4616,4540,3357,1366,6111,449,0.068445122
F81674,2849,2280,2256,2216,1716,1142,2365,484,0.16988417
F81675,4315,3428,3385,3352,2454,1505,3644,671,0.155504056
F81679,7315,5806,5707,5634,4036,2404,6237,1078,0.147368421
F81681,15360,13329,13171,13047,8803,8892,9686,5674,0.369401042
F81683,9826,7743,7599,7480,5513,3191,8651,1175,0.119580704
F81684,5897,4728,4651,4569,3284,2244,4929,968,0.164151263
F81688,2243,1819,1785,1759,1261,788,1955,288,0.128399465
F81690,7776,6552,6470,6403,4579,3471,5945,1831,0.235468107
F81696,2049,1805,1782,1766,1290,1035,1506,543,0.265007321
F81697,3229,2700,2679,2639,1835,1361,2537,692,0.214307835
F81700,4361,3582,3543,3504,2537,1795,3506,855,0.19605595
F81704,3542,2888,2846,2800,2090,1306,3067,475,0.134105025
F81707,3623,2623,2571,2530,1788,834,3314,309,0.085288435
F81708,10315,7824,7675,7555,5412,2828,9197,1118,0.108385846
F81711,2614,2060,2035,2017,1412,771,2277,337,0.128921194
F81713,3008,2442,2391,2346,1730,1132,2550,458,0.152260638
F81716,8199,6401,6298,6198,4577,2622,7048,1151,0.140382974
F81721,7732,6348,6257,6168,4497,3118,6285,1447,0.187144335
F81725,8572,6953,6868,6776,4838,3155,7116,1456,0.169855343
F81729,3780,2954,2902,2843,2088,1169,3286,494,0.130687831
F81730,6229,5118,5043,4968,3690,2910,4685,1544,0.247872853
F81732,7220,5877,5807,5736,4083,2873,5689,1531,0.212049861
F81737,2584,2035,1995,1961,1452,875,2244,340,0.131578947
F81739,6772,5642,5550,5487,3821,3173,5007,1765,0.260632014
F81740,3512,3048,3015,2989,1992,1905,2292,1220,0.34738041
F81741,11735,10168,10072,9963,6654,6341,7935,3800,0.32381764
F81744,2703,2219,2191,2162,1577,1187,2090,613,0.226785054
F81746,3973,2896,2845,2787,2070,822,3744,229,0.057639064
F81749,13645,10871,10747,10615,7768,4901,11355,2290,0.167827043
F81751,4499,3618,3565,3509,2627,1782,3688,811,0.180262281
F81757,6260,5126,5076,5022,3824,2746,4911,1349,0.215495208
F82001,6816,5036,4931,4825,3550,1668,6258,558,0.081866197
F82002,6352,5369,5316,5247,3709,2937,4783,1569,0.247008816
F82003,5598,4198,4126,4041,2867,1561,5012,586,0.104680243
F82005,6351,4553,4466,4391,3206,1518,5711,640,0.100771532
F82006,11937,9945,9816,9674,6545,5294,8960,2977,0.249392645
F82007,11746,9899,9789,9682,6840,5239,8975,2771,0.235910097
F82008,14828,12446,12288,12137,8577,6447,11655,3173,0.213987052
F82009,19684,15721,15498,15295,10857,7064,16136,3548,0.180247917
F82010,7757,6053,5959,5880,4385,2424,6754,1003,0.129302565
F82011,10639,8453,8363,8238,5868,3604,8920,1719,0.161575336
F82012,3917,3036,2987,2938,2105,1329,3328,589,0.150370181
F82013,17317,14154,13979,13821,9861,6259,14196,3121,0.180227522
F82014,7120,5460,5357,5281,3771,2338,6045,1075,0.150983146
F82015,5700,4320,4244,4166,3063,1466,5174,526,0.092280702
F82016,7221,5534,5444,5338,3836,2143,6331,890,0.123251627
F82017,8371,6384,6270,6142,4399,2362,7451,920,0.109903237
F82018,11402,8664,8511,8355,5775,2936,10272,1130,0.09910542
F82019,6687,5324,5254,5174,3678,2309,5610,1077,0.161058771
F82021,9887,8142,8027,7896,5584,3851,8029,1858,0.187923536
F82022,12577,10467,10322,10202,7196,5383,9905,2672,0.2124513
F82023,3342,2834,2796,2753,1956,1385,2670,672,0.201077199
F82025,5549,4074,3998,3930,2891,1388,4998,551,0.099297171
F82027,2353,1935,1911,1881,1360,853,1940,413,0.175520612
F82028,9366,7545,7442,7325,5165,3402,7744,1622,0.173179586
F82030,13413,10643,10476,10333,7302,4805,11024,2389,0.178110788
F82031,4676,3769,3717,3657,2558,1710,3874,802,0.171514115
F82033,3760,3093,3059,3021,2186,1586,2920,840,0.223404255
F82034,4972,3543,3475,3410,2645,885,4740,232,0.046661303
F82038,5567,4204,4134,4070,2914,1540,4953,614,0.110292797
F82039,3586,2847,2820,2790,1978,1201,3067,519,0.144729504
F82040,2925,2162,2127,2080,1463,615,2690,235,0.08034188
F82042,9287,6845,6723,6611,4908,1921,8683,604,0.065037149
F82045,3523,2930,2892,2859,2009,1442,2737,786,0.223105308
F82051,9773,7367,7236,7107,5067,2563,8733,1040,0.106415635
F82053,4246,3551,3480,3435,2428,1743,3368,878,0.206782854
F82055,7940,6306,6238,6170,4446,2603,6746,1194,0.150377834
F82604,5083,3615,3525,3455,2499,1176,4615,468,0.092071611
F82607,5043,3955,3902,3847,2689,1755,4164,879,0.174301011
F82609,4472,3800,3767,3734,2522,2094,3318,1154,0.258050089
F82610,2988,2423,2382,2357,1708,1130,2439,549,0.18373494
F82612,5879,4467,4381,4316,3099,1498,5248,631,0.107331179
F82619,2724,2183,2146,2116,1464,1086,2127,597,0.219162996
F82621,4005,2996,2950,2903,2082,995,3606,399,0.099625468
F82624,3830,3177,3141,3100,2218,1643,2963,867,0.226370757
F82625,6947,5217,5104,5001,3710,1405,6511,436,0.062760904
F82627,5128,3886,3805,3742,2661,1544,4480,648,0.126365055
F82630,6495,5102,5029,4935,3491,2342,5379,1116,0.17182448
F82634,5064,3781,3727,3673,2677,1085,4731,333,0.065758294
F82638,6244,4755,4691,4638,3315,1668,5567,677,0.108424087
F82642,6951,5235,5145,5046,3665,1803,6254,697,0.100273342
F82647,4669,3906,3861,3821,2871,1135,4257,412,0.088241593
F82648,3308,2567,2531,2487,1837,1057,2847,461,0.139359129
F82649,4730,3952,3906,3868,2720,1985,3783,947,0.200211416
F82650,8609,6422,6303,6203,4545,1772,8054,555,0.064467418
F82660,21083,15704,15403,15081,11060,5231,19257,1826,0.086610065
F82661,3782,2885,2836,2796,2137,892,3510,272,0.071919619
F82663,3677,3002,2963,2931,2135,1180,3152,525,0.14277944
F82666,4631,3776,3728,3669,2693,1719,3849,782,0.168862017
F82670,2842,2101,2075,2037,1455,669,2633,209,0.073539761
F82671,3051,2350,2306,2267,1555,967,2627,424,0.138970829
F82674,5053,3978,3906,3839,2674,1815,4163,890,0.17613299
F82675,3734,3183,3127,3097,2114,1666,2897,837,0.224156401
F82676,8841,6134,5998,5877,4386,1459,8491,350,0.039588282
F82677,6993,5071,4975,4877,3532,1620,6439,554,0.079222079
F82678,4826,3736,3674,3594,2554,1495,4177,649,0.134479901
F82679,4712,3591,3517,3434,2443,1271,4252,460,0.09762309
F82680,8173,6342,6249,6156,4538,2091,7357,816,0.09984094
F82686,3231,2527,2480,2444,1794,877,2951,280,0.086660477
F83002,10035,8394,8314,8227,6025,2409,9110,925,0.092177379
F83003,7195,6154,6097,6008,4421,2739,5850,1345,0.186935372
F83004,9207,8511,8452,8377,4936,1695,8615,592,0.064298903
F83005,8684,8541,8534,8521,2262,552,8410,274,0.03155228
F83006,7860,6487,6414,6321,4493,2245,7030,830,0.105597964
F83007,3410,2974,2938,2899,2152,1199,2911,499,0.146334311
F83008,12235,10404,10305,10212,7044,3219,10947,1288,0.105271761
F83010,19604,16580,16471,16351,12617,4299,17970,1634,0.083350337
F83011,6678,5586,5543,5494,4248,2291,5666,1012,0.151542378
F83012,7673,6615,6555,6509,4914,2327,6647,1026,0.133715626
F83015,12628,10596,10492,10392,7708,3621,11190,1438,0.113873931
F83017,15939,13534,13411,13282,9820,4100,14213,1726,0.108287847
F83018,8905,7488,7395,7290,5075,2371,7987,918,0.103088153
F83019,12001,9997,9864,9757,7254,3221,10605,1396,0.11632364
F83020,11835,10119,10033,9942,7255,3366,10257,1578,0.133333333
F83021,18483,16642,16550,16442,11237,3618,17090,1393,0.075366553
F83022,15757,13485,13337,13206,9306,4254,13944,1813,0.115059973
F83023,21891,18338,18094,17874,12767,5812,19702,2189,0.099995432
F83025,6080,4788,4704,4627,3250,1592,5475,605,0.099506579
F83027,5321,4441,4396,4350,3151,1370,4754,567,0.106558917
F83032,12091,10406,10342,10274,7789,2761,11104,987,0.081630965
