PRACTICE_CODE,Percent_male,Total,AgeAll,AgeMale,AgeFemale,16+,17+,18+,30_74,50+,0_64,65+,16perc,17perc,18perc,30_74perc,50perc,0_64perc,65perc,QOF
F84008,0.487778632,13010,37.69392775,36.7754491,38.56857743,10717,10608,10476,8231,3662,11701,1309,0.823750961,0.81537279,0.805226749,0.632667179,0.281475788,0.899385088,0.100614912,Yes
Y00090,0.519976498,8510,35.29706228,34.69514124,35.94908201,6665,6539,6405,4613,2242,7654,856,0.78319624,0.768390129,0.752643948,0.542068155,0.263454759,0.899412456,0.100587544,Yes
G82791,0.541616039,3292,34.38882139,34.12563096,34.69980119,2468,2414,2384,1729,890,2961,331,0.749696233,0.733292831,0.72417983,0.525212637,0.270352369,0.89945322,0.10054678,Yes
K82044,0.500380011,10526,35.19817595,35.08220999,35.31431831,8189,8104,7991,5782,2628,9468,1058,0.777978339,0.769903097,0.759167775,0.549306479,0.24966749,0.899486985,0.100513015,Yes
E84074,0.54414173,6717,37.90844127,38.42735978,37.28902678,5590,5527,5455,4044,1986,6042,675,0.832216763,0.822837576,0.812118505,0.602054489,0.295667709,0.899508709,0.100491291,Yes
H85082,0.526979533,4837,37.11474054,36.91526089,37.33697552,4075,4031,3981,2889,1243,4351,486,0.842464337,0.83336779,0.823030804,0.597271036,0.256977465,0.899524499,0.100475501,Yes
F86641,0.479272255,7695,36.2214425,35.56073753,36.82954829,6073,6004,5952,4764,1961,6922,773,0.789213775,0.780246914,0.773489279,0.619103314,0.254840806,0.899545159,0.100454841,Yes
E84656,0.482918894,4303,36.69091332,36.0360924,37.30247191,3519,3478,3432,2516,1171,3871,432,0.817801534,0.808273298,0.797583082,0.584708343,0.272135719,0.899604927,0.100395073,Yes
F84620,0.49992852,6995,36.14338813,35.75178725,36.53487707,5686,5598,5517,3922,1866,6293,702,0.812866333,0.800285919,0.788706219,0.560686204,0.266761973,0.899642602,0.100357398,Yes
C82086,0.518618517,8889,35.18011025,34.67396963,35.72540313,6927,6842,6736,4823,2308,7997,892,0.779277759,0.769715379,0.757790528,0.542580718,0.259646754,0.899651254,0.100348746,Yes
E81612,0.523042273,5772,34.09476784,33.81384564,34.40283327,4328,4226,4142,2959,1468,5193,579,0.74982675,0.732155232,0.717602218,0.512647263,0.254331254,0.89968815,0.10031185,Yes
F86082,0.517589753,5543,34.78928378,34.79505054,34.78309648,4272,4194,4126,3043,1338,4987,556,0.770701786,0.756629984,0.744362259,0.548980696,0.241385531,0.899693307,0.100306693,Yes
F82642,0.491871673,6951,34.37649259,33.75431413,34.97876557,5235,5145,5046,3665,1803,6254,697,0.753129046,0.740181269,0.725938714,0.527262264,0.259387139,0.899726658,0.100273342,Yes
G82641,0.472509301,4838,32.24162877,31.40026247,32.99529781,3432,3370,3314,2317,1091,4353,485,0.709384043,0.69656883,0.684993799,0.478916908,0.225506408,0.899751964,0.100248036,Yes
H83034,0.493837305,7302,36.12078882,35.3416528,36.88095238,5725,5634,5531,4076,2068,6570,732,0.784031772,0.771569433,0.757463709,0.558203232,0.283210079,0.899753492,0.100246508,Yes
G81028,0.504298224,12447,37.67076404,37.6522224,37.68962723,10379,10220,10078,7315,3746,11201,1246,0.833855548,0.821081385,0.809673014,0.587691813,0.300956054,0.899895557,0.100104443,Yes
Y02663,0.466795928,4126,33.6502666,32.6635514,34.51409091,2967,2927,2889,2134,1074,3713,413,0.7190984,0.709403781,0.700193892,0.51720795,0.260300533,0.899903054,0.100096946,Yes
E83668,0.543554825,4259,37.25498943,37.4600432,37.01080247,3497,3443,3392,2566,1261,3833,426,0.821084762,0.808405729,0.796431087,0.602488847,0.296078892,0.89997652,0.10002348,Yes
F83023,0.481293682,21891,36.68836508,36.65034169,36.72364597,18338,18094,17874,12767,5812,19702,2189,0.837695857,0.826549724,0.816499931,0.583207711,0.265497236,0.900004568,0.099995432,Yes
E81021,0.512604319,11623,34.47018842,34.04498154,34.91738747,8763,8611,8475,6027,2921,10461,1162,0.753936161,0.740858642,0.729157705,0.518540824,0.251312054,0.900025811,0.099974189,Yes
G84022,0.506389118,4852,37.56883759,37.32437932,37.81962422,4033,3979,3931,2927,1413,4367,485,0.831203627,0.820074196,0.810181369,0.603256389,0.291220115,0.90004122,0.09995878,Yes
F82680,0.481708063,8173,35.13238713,34.35483871,35.85505194,6342,6249,6156,4538,2091,7357,816,0.775969656,0.764590726,0.753211795,0.555242873,0.255842408,0.90015906,0.09984094,Yes
Y02571,0.481116336,6593,34.01668436,33.14186633,34.82782812,4919,4858,4804,3668,1420,5935,658,0.746094342,0.736842105,0.7286516,0.556347641,0.215379948,0.900197179,0.099802821,Yes
N85640,0.495798319,2856,33.30042017,31.59675141,34.97569444,2093,2055,2011,1386,723,2571,285,0.732843137,0.719537815,0.704131653,0.485294118,0.253151261,0.900210084,0.099789916,Yes
M85153,0.548585932,2758,34.37490935,35.19695968,33.37590361,2098,2068,2024,1414,672,2483,275,0.760696157,0.749818709,0.73386512,0.512690355,0.243654822,0.900290065,0.099709935,Yes
E85074,0.524197096,4546,38.58183018,38.80654637,38.33425798,4034,4006,3978,2877,1169,4093,453,0.887373515,0.881214254,0.875054993,0.632864056,0.257149142,0.900351958,0.099648042,Yes
F82621,0.499875156,4005,34.22696629,34.07592408,34.3779331,2996,2950,2903,2082,995,3606,399,0.748064919,0.736579276,0.724843945,0.519850187,0.248439451,0.900374532,0.099625468,Yes
F85008,0.494284725,14435,37.27204711,36.80911002,37.72452055,12037,11886,11728,8510,4075,12997,1438,0.833875996,0.82341531,0.812469692,0.589539314,0.282299965,0.900381018,0.099618982,Yes
H83044,0.520460042,20259,35.93138852,36.14975341,35.69439012,16540,16367,16163,12080,4675,18242,2017,0.816427267,0.807887852,0.797818254,0.596278197,0.230761637,0.900439311,0.099560689,Yes
F83025,0.501644737,6080,35.47763158,35.31901639,35.63729373,4788,4704,4627,3250,1592,5475,605,0.7875,0.773684211,0.761019737,0.534539474,0.261842105,0.900493421,0.099506579,Yes
E85128,0.474562065,11931,35.99019361,35.39597315,36.52687829,9750,9631,9522,6720,2946,10744,1187,0.817198894,0.807224876,0.798089012,0.563238622,0.246919789,0.900511273,0.099488727,Yes
G85125,0.476198293,6092,35.6671044,35.21406412,36.07897211,4861,4789,4725,3316,1629,5486,606,0.797931714,0.786112935,0.775607354,0.54432042,0.267399869,0.900525279,0.099474721,Yes
L81082,0.499798338,12397,36.32596596,36.71530019,35.93694565,10341,10253,10174,7119,3123,11164,1233,0.834153424,0.827054933,0.820682423,0.574251835,0.251915786,0.900540453,0.099459547,Yes
K81607,0.534269199,3633,33.13762731,33.00721278,33.28723404,2726,2670,2607,1775,782,3272,361,0.750344068,0.73492981,0.71758877,0.488576934,0.215249105,0.900633086,0.099366914,Yes
E85107,0.467735576,7609,35.63674596,34.33127283,36.78395062,5981,5895,5815,4334,1993,6853,756,0.786042844,0.774740439,0.764226574,0.569588645,0.261926666,0.900643974,0.099356026,Yes
N82662,0.551444575,6784,34.01533019,33.9804865,34.05816628,5016,4910,4826,3489,1695,6110,674,0.739386792,0.723761792,0.711379717,0.514298349,0.249852594,0.900648585,0.099351415,Yes
F83057,0.474851689,7754,37.18674233,36.65263444,37.66969548,6731,6653,6589,4510,2010,6984,770,0.868068094,0.85800877,0.849754965,0.581635285,0.259221047,0.900696415,0.099303585,Yes
F82025,0.490358623,5549,34.02468913,33.71554576,34.32213579,4074,3998,3930,2891,1388,4998,551,0.73418634,0.720490178,0.708235718,0.520994774,0.250135159,0.900702829,0.099297171,Yes
L84617,0.500578035,6055,35.65912469,36.04486968,35.27248677,4668,4592,4525,3442,1705,5454,601,0.770933113,0.758381503,0.747316268,0.568455822,0.281585467,0.900743187,0.099256813,Yes
G85031,0.499777481,6741,37.56490135,37.56218462,37.56761566,5544,5488,5442,4195,1884,6072,669,0.822429907,0.814122534,0.80729862,0.62231123,0.279483756,0.900756564,0.099243436,Yes
M85170,0.565663322,4485,33.85574136,34.65471029,32.81519507,3406,3338,3286,2307,1047,4040,445,0.75942029,0.74425864,0.732664437,0.514381271,0.233444816,0.900780379,0.099219621,Yes
K81656,0.514133333,5625,36.47644444,36.63727524,36.30625686,4425,4362,4316,3350,1555,5067,558,0.786666667,0.775466667,0.767288889,0.595555556,0.276444444,0.9008,0.0992,Yes
P84651,0.497359357,4355,34.45924225,34.86657433,34.05619004,3327,3283,3239,2433,1076,3923,432,0.763949483,0.753846154,0.743742824,0.558668197,0.247072331,0.900803674,0.099196326,Yes
G85013,0.520929774,10153,38.18309859,38.04953677,38.32833059,8605,8517,8425,6286,3048,9146,1007,0.847532749,0.83886536,0.829803999,0.619127352,0.300206835,0.900817492,0.099182508,Yes
F82018,0.491229609,11402,34.53087178,33.82003214,35.21720393,8664,8511,8355,5775,2936,10272,1130,0.75986669,0.746447992,0.732766181,0.506490089,0.257498684,0.90089458,0.09910542,Yes
H85092,0.524469541,5844,36.22895277,37.02381729,35.35228499,4680,4622,4559,3513,1436,5265,579,0.800821355,0.790896646,0.780116359,0.601129363,0.245722108,0.900924025,0.099075975,Yes
F83666,0.499543657,6574,35.79936112,35.25761267,36.34012158,5550,5499,5456,3634,1490,5923,651,0.844234865,0.836477031,0.829936112,0.552783693,0.226650441,0.900973532,0.099026468,Yes
C84151,0.548538012,2565,35.40974659,36.11513859,34.55267703,2025,1994,1961,1442,633,2311,254,0.789473684,0.777387914,0.764522417,0.562183236,0.246783626,0.900974659,0.099025341,Yes
C82080,0.532801962,4893,34.09033313,34.70886076,33.38495188,3709,3648,3578,2503,1212,4409,484,0.758021664,0.745554874,0.731248723,0.511547108,0.247700797,0.90108318,0.09891682,Yes
F85701,0.493476524,11267,35.47031153,34.88920863,36.03644647,8964,8846,8724,6410,2650,10153,1114,0.795597763,0.7851247,0.774296618,0.568918079,0.235200142,0.901127186,0.098872814,Yes
G85016,0.494610703,15772,37.52922901,37.14459685,37.90565801,13126,12967,12805,9545,4513,14213,1559,0.832234339,0.822153183,0.811881816,0.605186406,0.286139995,0.901153944,0.098846056,Yes
K81638,0.488014205,3379,34.36401302,34.3662826,34.36184971,2493,2450,2401,1860,860,3045,334,0.737792246,0.725066588,0.710565256,0.550458716,0.25451317,0.901154188,0.098845812,Yes
E84665,0.539818548,9920,36.69284274,37.27170868,36.01380066,8095,7989,7886,5853,2706,8941,979,0.816028226,0.805342742,0.794959677,0.590020161,0.272782258,0.901310484,0.098689516,Yes
C81072,0.515530693,27172,33.96676726,33.73343804,34.21505621,20430,20052,19668,13564,6875,24493,2679,0.751876932,0.737965553,0.723833358,0.499190343,0.253017812,0.901405859,0.098594141,Yes
E87739,0.505108133,7537,37.76436248,38.37273444,37.14343164,6495,6434,6372,4623,2107,6794,743,0.861748706,0.853655301,0.845429216,0.613374021,0.279554199,0.901419663,0.098580337,Yes
E85636,0.463007602,10786,36.62849991,36.61734081,36.63812155,8778,8678,8564,6125,2961,9723,1063,0.813832746,0.804561469,0.793992212,0.567865752,0.274522529,0.901446319,0.098553681,Yes
E81073,0.517073171,15375,35.19128455,36.05069182,34.27111111,11933,11778,11647,8638,3936,13860,1515,0.776130081,0.76604878,0.757528455,0.561821138,0.256,0.901463415,0.098536585,Yes
E81001,0.557352044,3278,36.6442953,37.69020252,35.32736044,2582,2542,2510,1926,932,2955,323,0.787675412,0.775472849,0.765710799,0.587553386,0.284319707,0.901464308,0.098535692,Yes
Y00110,0.492610837,2030,34.51773399,34.232,34.79514563,1545,1509,1476,1040,539,1830,200,0.761083744,0.743349754,0.727093596,0.512315271,0.265517241,0.901477833,0.098522167,Yes
C88060,0.54675,4000,34.40175,34.73891175,33.99503585,3115,3068,3011,2062,932,3606,394,0.77875,0.767,0.75275,0.5155,0.233,0.9015,0.0985,Yes
M85124,0.521472393,10595,34.79594148,35.50895928,34.01893491,8521,8402,8277,5587,2515,9552,1043,0.804247286,0.793015573,0.781217555,0.52732421,0.237376121,0.901557338,0.098442662,Yes
H85065,0.536743703,3851,35.64476759,35.41267537,35.91367713,3116,3067,3013,2124,946,3472,379,0.809140483,0.796416515,0.782394183,0.551545053,0.24565048,0.901584004,0.098415996,Yes
G85685,0.475715801,9430,35.96193001,35.05639768,36.78357605,7562,7465,7395,5489,2461,8502,928,0.801908802,0.791622481,0.784199364,0.582078473,0.26097561,0.901590668,0.098409332,Yes
G84041,0.507027027,3700,34.52297297,34.47707889,34.57017544,2792,2735,2672,1892,945,3336,364,0.754594595,0.739189189,0.722162162,0.511351351,0.255405405,0.901621622,0.098378378,Yes
K81007,0.538899083,5450,37.26293578,38.01668369,36.38201353,4664,4633,4603,3378,1336,4914,536,0.855779817,0.850091743,0.844587156,0.619816514,0.245137615,0.901651376,0.098348624,Yes
C82610,0.493353028,6093,32.32315772,32.01896208,32.61937156,4258,4150,4064,2940,1429,5494,599,0.698834728,0.68110947,0.666994912,0.482520926,0.23453143,0.901690464,0.098309536,Yes
M92016,0.525376857,18442,34.71977009,34.88388895,34.53810122,14188,13985,13789,9928,4576,16629,1813,0.769330875,0.758323392,0.747695478,0.538336406,0.24812927,0.90169179,0.09830821,Yes
E85013,0.48518851,4456,36.00224417,34.30481036,37.60200523,3531,3475,3422,2551,1194,4018,438,0.792414722,0.779847397,0.767953321,0.572486535,0.267953321,0.901705566,0.098294434,Yes
F86060,0.500570776,15768,34.48496956,34.18231344,34.78831746,12093,11893,11671,8445,3729,14219,1549,0.766933029,0.754249112,0.740169964,0.535578387,0.236491629,0.901763064,0.098236936,Yes
H85070,0.528245459,9028,36.20680106,36.53176767,35.84292087,7088,6941,6818,5107,2496,8142,886,0.785112982,0.768830306,0.755206026,0.565684537,0.276473195,0.901860877,0.098139123,Yes
K81043,0.488873566,15953,34.83771078,34.86985511,34.80696591,12300,12136,11969,8953,3851,14388,1565,0.771014856,0.760734658,0.750266408,0.561211057,0.241396603,0.901899329,0.098100671,Yes
G85120,0.488278092,7422,37.2720291,36.71357616,37.80489731,6062,6013,5941,4483,2191,6694,728,0.816760981,0.810158987,0.800458098,0.60401509,0.295203449,0.901913231,0.098086769,Yes
K81083,0.521240216,13159,33.66205639,33.8814696,33.4231746,9808,9637,9440,6821,2968,11869,1290,0.745345391,0.732350483,0.71737974,0.518352458,0.225549054,0.901968235,0.098031765,Yes
H81090,0.494072217,14761,34.3957049,34.81091458,33.99022496,12647,12545,12419,6749,3501,13315,1446,0.856784771,0.84987467,0.841338663,0.457218346,0.237179053,0.902039157,0.097960843,Yes
F85060,0.50208,6250,37.21888,36.90184831,37.53856041,5278,5222,5181,3737,1604,5638,612,0.84448,0.83552,0.82896,0.59792,0.25664,0.90208,0.09792,Yes
H83033,0.502304147,3689,35.03713744,34.93955747,35.13562092,2833,2785,2745,2046,963,3328,361,0.767958796,0.75494714,0.744104093,0.554621849,0.261046354,0.902141502,0.097858498,Yes
H85656,0.539257981,5795,37.88472821,38.68288,36.9505618,4933,4882,4830,3683,1517,5228,567,0.851251079,0.842450388,0.833477135,0.635547886,0.261777394,0.902157032,0.097842968,Yes
B85048,0.499726776,3660,33.99098361,33.58939311,34.39213545,2740,2691,2647,1873,942,3302,358,0.74863388,0.735245902,0.723224044,0.511748634,0.257377049,0.902185792,0.097814208,Yes
F86708,0.495472655,2761,36.26838102,35.29312865,37.22613065,2190,2140,2090,1517,844,2491,270,0.793190873,0.775081492,0.756972112,0.549438609,0.305686346,0.902209344,0.097790656,Yes
B86017,0.549981488,10804,34.28535728,34.064793,34.55491567,9643,9573,9499,4857,2242,9748,1056,0.8925398,0.886060718,0.879211403,0.44955572,0.207515735,0.902258423,0.097741577,Yes
L81670,0.488276356,5587,32.97243601,32.26612903,33.64637985,4062,3981,3897,2713,1382,5041,546,0.727044926,0.712546984,0.697512082,0.485591552,0.247359943,0.902273134,0.097726866,Yes
E85739,0.515767266,9006,34.72385077,34.34036598,35.1323091,6889,6781,6686,4871,2213,8126,880,0.764934488,0.752942483,0.74239396,0.540861648,0.245725072,0.902287364,0.097712636,Yes
L81632,0.494906258,11681,35.13688896,34.86939976,35.39898305,8793,8664,8516,6428,3083,10540,1141,0.752760894,0.741717319,0.729047171,0.550295351,0.263932882,0.902320007,0.097679993,Yes
F83044,0.522610723,4290,37.01025641,37.43398751,36.54638672,3753,3717,3690,2609,1043,3871,419,0.874825175,0.866433566,0.86013986,0.608158508,0.243123543,0.902331002,0.097668998,Yes
F82679,0.495967742,4712,34.79605263,34.27941806,35.30442105,3591,3517,3434,2443,1271,4252,460,0.762096774,0.74639219,0.728777589,0.518463497,0.269736842,0.90237691,0.09762309,Yes
H83006,0.48931446,10809,33.97418818,33.38060125,34.54293478,8069,7893,7726,5301,2797,9754,1055,0.74650754,0.730224813,0.714774725,0.490424646,0.258765843,0.902396151,0.097603849,Yes
E85055,0.52052927,12470,38.04049719,38.26282545,37.79913029,11064,10975,10895,7891,3217,11253,1217,0.887249399,0.880112269,0.873696872,0.632798717,0.25797915,0.902405774,0.097594226,Yes
E82058,0.527505524,17651,32.61384624,32.37858447,32.8764988,16284,16184,16058,5481,3645,15930,1721,0.922553963,0.916888562,0.909750156,0.31052065,0.206503881,0.902498442,0.097501558,Yes
G85114,0.483223712,12011,35.92931479,35.02722261,36.77283712,9335,9198,9055,6768,3253,10840,1171,0.777204229,0.765798018,0.753892265,0.563483473,0.270835068,0.902506036,0.097493964,Yes
G82706,0.491410308,2503,34.03515781,33.96747967,34.10054988,1888,1852,1826,1300,655,2259,244,0.754294846,0.739912105,0.729524571,0.519376748,0.261685977,0.90251698,0.09748302,Yes
B83025,0.527546296,4320,33.59675926,34.03115401,33.11170995,3196,3134,3070,2200,1034,3899,421,0.739814815,0.725462963,0.710648148,0.509259259,0.239351852,0.902546296,0.097453704,Yes
C81616,0.515247525,5050,32.98534653,32.96579554,33.00612745,3704,3613,3524,2424,1105,4558,492,0.733465347,0.715445545,0.697821782,0.48,0.218811881,0.902574257,0.097425743,Yes
Y01132,0.518033476,14279,37.71125429,38.26916317,37.11159547,12227,12119,12008,8900,3668,12888,1391,0.856292457,0.848728903,0.840955249,0.623292948,0.256880734,0.902584215,0.097415785,Yes
G83642,0.490310078,9804,34.53070175,34.16371958,34.88373024,7414,7295,7179,5248,2510,8849,955,0.75622195,0.744084047,0.732252142,0.535291718,0.256017952,0.902590779,0.097409221,Yes
E87007,0.508136358,8419,39.05261908,40.26671342,37.79835788,7277,7220,7165,5734,2423,7599,820,0.864354436,0.857584036,0.851051194,0.681078513,0.287801402,0.902601259,0.097398741,Yes
G83673,0.509522875,5093,34.42234439,35.26165703,33.55044035,4185,4129,4077,2358,1277,4597,496,0.821716081,0.810720597,0.800510505,0.462988415,0.250736305,0.902611427,0.097388573,Yes
N81628,0.526399858,11269,35.24580708,35.59844909,34.85385048,8915,8822,8728,6301,2867,10172,1097,0.79110835,0.782855622,0.774514154,0.559144556,0.254414766,0.902653297,0.097346703,Yes
L81095,0.504807692,6864,33.77768065,33.61500722,33.9435128,5022,4933,4841,3494,1729,6196,668,0.731643357,0.718677156,0.705273893,0.509032634,0.251893939,0.902680653,0.097319347,Yes
E84086,0.496916626,8108,37.58695116,37.35939439,37.81171856,6882,6799,6738,4956,2126,7319,789,0.848791317,0.838554514,0.83103108,0.61124815,0.262210163,0.902688703,0.097311297,Yes
M83681,0.548376222,8899,34.84279132,35.35860656,34.21647176,6904,6805,6704,4852,2046,8034,865,0.775817508,0.764692662,0.753343072,0.545229801,0.229913473,0.902798067,0.097201933,Yes
P81213,0.505442651,18649,32.64764867,32.01676215,33.29242112,16930,16812,16698,6041,3923,16837,1812,0.907823476,0.901496059,0.89538313,0.323931578,0.210359805,0.902836613,0.097163387,Yes
G83021,0.473242066,16070,35.3892346,35.07179487,35.6744241,12885,12753,12639,9295,3577,14510,1560,0.801804605,0.793590541,0.786496577,0.57840697,0.222588675,0.902924704,0.097075296,Yes
J82115,0.50972197,5503,36.1039433,36.12049911,36.08673091,4588,4552,4516,3138,1347,4969,534,0.833727058,0.827185172,0.820643285,0.570234418,0.244775577,0.902962021,0.097037979,Yes
M86624,0.514294724,9514,34.51051083,34.85305539,34.14780351,7220,7077,6957,5030,2429,8591,923,0.758881648,0.743851167,0.731238175,0.528694555,0.255307967,0.902985075,0.097014925,Yes
H85067,0.518506701,3134,35.49680919,35.11323077,35.90987409,2478,2429,2381,1668,825,2830,304,0.790682833,0.775047862,0.759731972,0.532227186,0.263241863,0.902999362,0.097000638,Yes
G83647,0.512647059,6800,36.04176471,36.36861733,35.6979481,5328,5245,5161,3853,1913,6141,659,0.783529412,0.771323529,0.758970588,0.566617647,0.281323529,0.903088235,0.096911765,Yes
K83020,0.521937322,3510,34.93019943,34.91266376,34.94934446,2703,2655,2599,1890,938,3170,340,0.77008547,0.756410256,0.74045584,0.538461538,0.267236467,0.903133903,0.096866097,Yes
P84065,0.50860077,3895,34.97997433,34.71529531,35.2539185,2945,2897,2842,2103,1105,3518,377,0.756097561,0.743774069,0.729653402,0.539922978,0.283697047,0.903209243,0.096790757,Yes
C87622,0.540915064,8371,34.71676024,35.22813604,34.11423367,6481,6400,6283,4422,2132,7561,810,0.774220523,0.76454426,0.750567435,0.5282523,0.254688807,0.903237367,0.096762633,Yes
G83060,0.532154341,6842,35.48538439,35.78906894,35.13995626,5260,5167,5076,3721,1955,6180,662,0.768781058,0.755188541,0.741888337,0.543846828,0.285735165,0.903244665,0.096755335,Yes
E85029,0.51800554,13357,38.21120012,38.34889435,38.06321839,11819,11721,11611,8448,3357,12065,1292,0.884854383,0.877517407,0.869282024,0.632477353,0.251328891,0.903271693,0.096728307,Yes
H82098,0.513270314,11002,35.22423196,35.00247919,35.45807656,8728,8594,8482,6125,2843,9938,1064,0.793310307,0.781130704,0.770950736,0.556716961,0.258407562,0.903290311,0.096709689,Yes
F84015,0.502983503,5698,35.63197613,35.07117934,36.19950565,4536,4447,4377,3079,1615,5147,551,0.796068796,0.78044928,0.768164268,0.54036504,0.283432783,0.903299403,0.096700597,Yes
F84060,0.51271534,4876,37.89335521,37.5936,38.20875421,4119,4067,4018,2948,1387,4405,471,0.844749795,0.834085316,0.824036095,0.604593929,0.284454471,0.90340443,0.09659557,Yes
K81074,0.46209706,16938,33.17752981,33.72722627,32.70530128,14975,14857,14748,6362,3664,15302,1636,0.884106742,0.877140158,0.870704924,0.375605148,0.216318337,0.903412445,0.096587555,Yes
M92629,0.49034749,3626,34.47793712,33.75646794,35.17207792,2759,2688,2627,1871,987,3276,350,0.760893547,0.741312741,0.724489796,0.515995587,0.272200772,0.903474903,0.096525097,Yes
K83618,0.506300831,11189,34.34113862,34.08031774,34.60861694,8522,8376,8223,6013,2786,10109,1080,0.761640897,0.748592368,0.734918223,0.537402806,0.248994548,0.903476629,0.096523371,Yes
E85121,0.58816386,12352,36.91232189,37.48011012,36.10143503,10088,9958,9859,7562,3285,11160,1192,0.816709845,0.806185233,0.798170337,0.612208549,0.265948834,0.903497409,0.096502591,Yes
F86703,0.475609756,3772,34.8411983,34.04570792,35.56268959,2915,2856,2796,1950,978,3408,364,0.772799576,0.757158006,0.741251326,0.516967126,0.259278897,0.90349947,0.09650053,Yes
P92620,0.514436959,4156,34.90688162,34.69223573,35.13429138,3173,3124,3083,2291,1113,3755,401,0.763474495,0.751684312,0.741819057,0.551251203,0.267805582,0.903512993,0.096487007,Yes
P85620,0.494730118,3131,33.04471415,32.55132343,33.5278129,2281,2225,2173,1534,777,2829,302,0.728521239,0.71063558,0.694027467,0.489939317,0.248163526,0.903545193,0.096454807,Yes
F84014,0.548387097,7936,34.83631552,34.93474265,34.71679688,6361,6263,6167,4180,1863,7171,765,0.801537298,0.789188508,0.777091734,0.52671371,0.234753024,0.903603831,0.096396169,Yes
P84042,0.49786952,10561,33.29618407,32.96348421,33.62606072,7719,7570,7418,5287,2587,9543,1018,0.730896695,0.716788183,0.702395606,0.500615472,0.244957864,0.903607613,0.096392387,Yes
C82099,0.528789659,4255,34.49447709,34.94577778,33.98802993,3212,3166,3105,2199,1147,3845,410,0.754876616,0.744065805,0.72972973,0.51680376,0.269565217,0.903642773,0.096357227,Yes
H81123,0.520681265,2877,33.83420229,33.87850467,33.78607687,2120,2082,2031,1478,713,2600,277,0.736878693,0.72367049,0.705943691,0.513729579,0.247827598,0.903719152,0.096280848,Yes
E84025,0.472823037,23163,37.1335751,36.86303871,37.37621816,18830,18587,18356,14171,6383,20935,2228,0.812934421,0.802443552,0.792470751,0.611794673,0.275568795,0.903812114,0.096187886,Yes
C82642,0.503944872,10013,34.66163987,34.3208482,35.00785182,7807,7655,7531,5333,2556,9050,963,0.779686408,0.764506142,0.752122241,0.53260761,0.255268151,0.903825027,0.096174973,Yes
Y02414,0.501067754,5151,35.1058047,34.82564897,35.38715953,3940,3875,3806,2885,1397,4656,495,0.764900019,0.75228111,0.738885653,0.56008542,0.271209474,0.903902155,0.096097845,Yes
M83127,0.506516073,5755,33.24100782,33.16089194,33.32323944,4284,4212,4131,2942,1325,5202,553,0.744396177,0.731885317,0.717810599,0.511207646,0.230234579,0.903909644,0.096090356,Yes
K81005,0.535536442,4418,34.68922589,35.2476754,34.04532164,3374,3313,3249,2424,1030,3994,424,0.763693979,0.749886827,0.735400634,0.548664554,0.233137166,0.904028972,0.095971028,Yes
P85605,0.521699614,4401,33.41558737,33.30487805,33.53634204,3239,3179,3107,2204,1052,3979,422,0.735969098,0.722335833,0.705975915,0.500795274,0.239036583,0.904112702,0.095887298,Yes
K81633,0.502786378,9690,34.76367389,34.32471264,35.207555,7362,7236,7128,5232,2342,8761,929,0.759752322,0.746749226,0.735603715,0.53993808,0.241692466,0.904127967,0.095872033,Yes
F85688,0.475933551,7043,36.20885986,35.59337709,36.7678136,5609,5532,5445,4055,1892,6368,675,0.796393582,0.785460741,0.773108051,0.575748971,0.268635525,0.904160159,0.095839841,Yes
F84719,0.528052805,5454,37.29116245,38.51875,35.91763792,4659,4612,4566,3147,1481,4932,522,0.854235424,0.845617895,0.837183718,0.577007701,0.271543821,0.904290429,0.095709571,Yes
F81159,0.502412961,5802,35.58531541,36.10874786,35.05680637,4738,4697,4650,3125,1471,5247,555,0.81661496,0.809548432,0.801447777,0.538607377,0.253533264,0.90434333,0.09565667,Yes
N81619,0.503484806,3587,34.81962643,34.60022148,35.04211117,2766,2725,2687,1921,957,3244,343,0.771117926,0.759687761,0.74909395,0.535545024,0.266796766,0.904376917,0.095623083,Yes
P84663,0.504587156,4687,35.4849584,35.39196617,35.5796727,3671,3610,3552,2538,1292,4239,448,0.783230211,0.77021549,0.757840836,0.54149776,0.27565607,0.904416471,0.095583529,Yes
E83039,0.561174551,6130,34.4680261,34.17238372,34.84609665,5360,5325,5281,2852,1232,5545,585,0.874388254,0.86867863,0.861500816,0.465252855,0.200978793,0.9045677,0.0954323,Yes
P84679,0.513392857,1792,34.51395089,35.10652174,33.88876147,1345,1315,1287,929,485,1621,171,0.750558036,0.733816964,0.718191964,0.518415179,0.270647321,0.904575893,0.095424107,Yes
E86632,0.515954052,6268,35.87539885,36.0126778,35.72907053,4937,4852,4771,3526,1771,5670,598,0.787651563,0.774090619,0.761167837,0.562539885,0.282546267,0.904594767,0.095405233,Yes
E85042,0.508260792,5629,36.88932315,36.98112548,36.79443642,4798,4766,4716,3409,1362,5092,537,0.852371647,0.8466868,0.837804228,0.605613786,0.241961272,0.904601172,0.095398828,Yes
K82050,0.493704636,6751,31.59206044,30.64686469,32.51375073,4672,4554,4441,3130,1455,6107,644,0.692045623,0.674566731,0.65782847,0.463635017,0.215523626,0.904606725,0.095393275,Yes
L83018,0.529944125,12707,34.46958369,34.08806059,34.89971539,11135,11049,10974,5680,2639,11495,1212,0.87628866,0.869520737,0.863618478,0.446997718,0.207680806,0.904619501,0.095380499,Yes
