PRACTICE_CODE,Percent_male,Total,AgeAll,AgeMale,AgeFemale,16+,17+,18+,30_74,50+,0_64,65+,16perc,17perc,18perc,30_74perc,50perc,0_64perc,65perc,QOF
J84012,0.500757232,13206,43.05626231,42.18100711,43.93417261,10942,10793,10676,7666,5792,10283,2923,0.828562774,0.817280024,0.808420415,0.580493715,0.43858852,0.778661215,0.221338785,Yes
H83043,0.500193025,7771,43.81250804,43.1638796,44.46163749,6587,6469,6365,4499,3526,6052,1719,0.847638657,0.832453996,0.819070905,0.578947368,0.453738258,0.778792948,0.221207052,Yes
G81065,0.480341123,9029,42.85402592,41.19022366,44.39194373,7363,7269,7172,5094,3861,7032,1997,0.815483442,0.805072544,0.794329383,0.56418208,0.427622107,0.77882379,0.22117621,Yes
C88039,0.487352054,8618,42.38953353,41.28666667,43.43798099,7057,6960,6873,4787,3599,6712,1906,0.818867487,0.807611975,0.797516825,0.555465305,0.417614296,0.778834997,0.221165003,Yes
J82054,0.491523546,9025,43.61185596,43.28178539,43.93092177,7315,7217,7122,5310,4090,7029,1996,0.810526316,0.79966759,0.789141274,0.588365651,0.453185596,0.778836565,0.221163435,Yes
M87005,0.490974729,9972,42.67599278,42.10110294,43.23049645,8153,8051,7960,5809,4151,7767,2205,0.81758925,0.80736061,0.798235058,0.582531087,0.416265544,0.778880866,0.221119134,Yes
A83054,0.495576923,15600,43.42442308,42.81386625,44.02427246,12849,12653,12480,9166,6978,12151,3449,0.823653846,0.811089744,0.8,0.587564103,0.447307692,0.778910256,0.221089744,Yes
L81101,0.488885458,6478,43.24436554,41.95768866,44.47508306,5362,5299,5224,3668,2849,5046,1432,0.827724606,0.817999383,0.806421735,0.566224143,0.439796233,0.778944119,0.221055881,Yes
B85026,0.492018664,8144,43.38543713,42.55078612,44.19386029,6701,6598,6485,4886,3600,6344,1800,0.822814342,0.810166994,0.796291749,0.599950884,0.442043222,0.778978389,0.221021611,Yes
M83140,0.494827207,4543,43.03896104,42.27669039,43.78562092,3787,3736,3698,2533,1923,3539,1004,0.833590139,0.822364077,0.81399956,0.557561083,0.423288576,0.77900066,0.22099934,Yes
L81077,0.487508627,7245,41.98592133,40.35390713,43.53837867,5855,5776,5692,3967,2833,5644,1601,0.808143547,0.797239476,0.785645273,0.547550035,0.391028295,0.779020014,0.220979986,Yes
N83012,0.498301662,10893,43.65822088,42.91083272,44.40054895,9218,9117,9006,6489,4770,8486,2407,0.846231525,0.836959515,0.826769485,0.595703663,0.437895896,0.779032406,0.220967594,Yes
N81014,0.49168883,9024,43.64472518,42.55555556,44.69827774,7363,7233,7125,5242,4078,7030,1994,0.815935284,0.801529255,0.78956117,0.58089539,0.451906028,0.779033688,0.220966312,Yes
L85619,0.485131928,7163,42.64693564,41.95683453,43.29718004,5916,5835,5757,4072,3121,5581,1582,0.825910931,0.81460282,0.803713528,0.568476895,0.435711294,0.779142817,0.220857183,Yes
L84047,0.479553903,13988,42.67708035,41.64266547,43.63021978,11360,11212,11059,7749,5960,10899,3089,0.812124678,0.801544181,0.790606234,0.553974836,0.426079497,0.779167858,0.220832142,Yes
A82629,0.561643836,3139,44.40841032,44.66931367,44.07412791,2688,2665,2634,1921,1441,2446,693,0.85632367,0.848996496,0.839120739,0.611978337,0.459063396,0.779229054,0.220770946,Yes
L81079,0.493000993,22146,42.76248532,41.8953105,43.60571785,18241,18001,17781,12497,9235,17257,4889,0.823670189,0.812833017,0.802898943,0.564300551,0.417005328,0.779237786,0.220762214,Yes
P91009,0.489975045,11621,43.44867051,42.61046716,44.25392273,9650,9501,9390,6766,5077,9056,2565,0.830393254,0.817571638,0.808019964,0.58222184,0.436881508,0.779278892,0.220721108,Yes
P92042,0.492255566,6198,43.49370765,42.80989839,44.15665713,5224,5159,5098,3528,2764,4830,1368,0.842852533,0.832365279,0.822523395,0.569215876,0.445950307,0.77928364,0.22071636,Yes
C82075,0.492971215,10457,43.28096012,42.10669253,44.42267069,8694,8589,8491,6188,4515,8149,2308,0.831404801,0.82136368,0.811991967,0.591756718,0.431768194,0.779286602,0.220713398,Yes
A84014,0.488276947,12710,42.58111723,41.93554625,43.19710947,10468,10323,10185,7209,5404,9905,2805,0.823603462,0.812195122,0.80133753,0.567191188,0.425177026,0.779307632,0.220692368,Yes
J82154,0.487786063,15556,43.48302906,42.52358988,44.39671185,12863,12710,12537,8874,6878,12123,3433,0.826883518,0.817048084,0.805926974,0.57045513,0.44214451,0.779313448,0.220686552,Yes
N83047,0.478375412,4555,43.31613611,42.10096374,44.43055556,3786,3744,3695,2676,2041,3550,1005,0.831174533,0.821953897,0.811196487,0.587486279,0.448079034,0.779363337,0.220636663,Yes
K82013,0.483512384,13404,43.07557446,42.16062336,43.93211036,11151,11014,10886,7900,5709,10447,2957,0.831915846,0.821695016,0.812145628,0.589376306,0.425917637,0.779394211,0.220605789,Yes
Y01008,0.496208178,53800,42.7070632,41.89106982,43.51077332,44109,43555,43042,30325,23023,41938,11862,0.819869888,0.809572491,0.800037175,0.56366171,0.427936803,0.779516729,0.220483271,Yes
G81043,0.495072133,7001,44.02899586,43.10732833,44.93267327,5846,5765,5674,4201,3229,5458,1543,0.835023568,0.823453792,0.810455649,0.600057135,0.461219826,0.779602914,0.220397086,Yes
F81651,0.502395401,3131,42.56723092,41.21360458,43.9338896,2588,2553,2515,1746,1295,2441,690,0.82657298,0.815394443,0.803257745,0.557649313,0.413605877,0.779623124,0.220376876,Yes
M83701,0.489681962,4119,42.61786841,42.00793257,43.20313987,3419,3367,3331,2345,1737,3212,907,0.830055839,0.817431415,0.80869143,0.56931294,0.421704297,0.779800923,0.220199077,Yes
A82058,0.498962416,4337,44.03135808,42.91866913,45.13943856,3666,3622,3588,2628,1966,3382,955,0.845284759,0.835139497,0.827299977,0.605948813,0.453308739,0.779801706,0.220198294,Yes
N81007,0.510807955,10409,43.64655587,42.83054354,44.49862529,8817,8719,8617,6317,4573,8117,2292,0.847055433,0.837640503,0.827841291,0.606878663,0.439331348,0.779805937,0.220194063,Yes
G82681,0.49760935,5647,42.63254826,41.40640569,43.8470215,4608,4514,4459,3230,2413,4404,1243,0.8160085,0.799362493,0.789622809,0.571985125,0.427306534,0.779883124,0.220116876,Yes
M81032,0.488564636,12199,43.3283056,42.02583893,44.57252765,10101,9963,9823,6898,5299,9514,2685,0.82801869,0.816706287,0.805229937,0.565456185,0.434379867,0.779899992,0.220100008,Yes
A89617,0.517658681,4049,44.4203507,43.86020992,45.02150538,3453,3415,3369,2431,1865,3158,891,0.852803161,0.843418128,0.832057298,0.600395159,0.460607557,0.779945666,0.220054334,Yes
C82027,0.489121989,7722,42.14439264,41.49880858,42.76248416,6228,6152,6074,4464,3219,6023,1699,0.806526807,0.796684797,0.786583787,0.578088578,0.416860917,0.77997928,0.22002072,Yes
C81661,0.497888676,2605,43.42763916,42.86044719,43.99006116,2163,2132,2109,1480,1148,2032,573,0.830326296,0.818426104,0.809596929,0.568138196,0.440690979,0.780038388,0.219961612,Yes
H81632,0.511545988,2555,43.83522505,43.56312165,44.12019231,2144,2120,2102,1519,1144,1993,562,0.839138943,0.829745597,0.822700587,0.594520548,0.447749511,0.780039139,0.219960861,Yes
G82170,0.506941839,2665,44.36622889,44.24574389,44.49010654,2217,2187,2165,1591,1277,2079,586,0.831894934,0.820637899,0.812382739,0.596998124,0.479174484,0.78011257,0.21988743,Yes
J82132,0.49452638,13154,43.23042421,42.2810146,44.15927207,10918,10788,10656,7472,5695,10262,2892,0.830013684,0.820130759,0.810095788,0.56804014,0.432948153,0.780142922,0.219857078,Yes
M92043,0.491017964,5845,43.58323353,42.65609756,44.47764706,4965,4895,4819,3431,2492,4560,1285,0.849443969,0.837467921,0.824465355,0.586997434,0.426347305,0.780153978,0.219846022,Yes
C88028,0.498529859,9863,43.15309743,42.35204393,43.9494541,8123,8008,7908,5603,4040,7695,2168,0.823583088,0.81192335,0.801784447,0.568082733,0.40961168,0.780188584,0.219811416,Yes
P81107,0.492955875,7524,43.79066986,43.13534645,44.42778506,6292,6207,6113,4375,3476,5871,1653,0.83625731,0.824960128,0.812466773,0.581472621,0.461988304,0.78030303,0.21969697,Yes
G82037,0.488775451,17239,42.80932769,41.7514835,43.82071939,13928,13692,13467,9614,7358,13452,3787,0.807935495,0.794245606,0.781193805,0.557688961,0.426822902,0.780323685,0.219676315,Yes
J83039,0.48846831,11360,42.5715669,42.04577401,43.07365342,9207,9121,9012,6366,4873,8865,2495,0.810475352,0.80290493,0.793309859,0.560387324,0.428961268,0.780369718,0.219630282,Yes
C88072,0.491317169,12208,43.67300131,42.37262421,44.92898551,10250,10116,9986,6809,5422,9527,2681,0.839613368,0.828636959,0.817988204,0.557749017,0.444134993,0.780389908,0.219610092,Yes
J82152,0.503298993,8639,43.15858317,41.58647654,44.75157306,7243,7152,7056,4985,3720,6742,1897,0.838407223,0.827873596,0.816761199,0.577034379,0.430605394,0.7804144,0.2195856,Yes
M92014,0.5209826,1954,44.42528147,43.55009823,45.37713675,1687,1668,1648,1200,887,1525,429,0.863357216,0.853633572,0.843398158,0.614124872,0.453940635,0.780450358,0.219549642,Yes
P81086,0.493350284,10226,41.43624095,39.70327056,43.12372129,8221,8057,7910,5398,4158,7981,2245,0.803931156,0.787893605,0.773518482,0.527870135,0.4066106,0.780461569,0.219538431,Yes
A88016,0.470882905,7985,42.89367564,42.24468085,43.4712426,6502,6405,6315,4598,3436,6232,1753,0.814276769,0.802128992,0.790857858,0.575829681,0.430306825,0.780463369,0.219536631,Yes
J81052,0.502502018,6195,43.39305892,42.31288146,44.48410123,5310,5254,5204,3619,2602,4835,1360,0.857142857,0.848103309,0.840032284,0.584180791,0.420016142,0.780468119,0.219531881,Yes
L82009,0.49556775,11845,42.77078936,41.77052811,43.7534728,9726,9616,9497,6838,5063,9245,2600,0.821105952,0.811819333,0.8017729,0.577289996,0.427437737,0.7804981,0.2195019,Yes
L85056,0.495043371,6456,42.98079306,42.23529412,43.71165644,5288,5224,5161,3800,2852,5039,1417,0.819083024,0.809169765,0.7994114,0.588599752,0.441759603,0.78051425,0.21948575,Yes
A81002,0.492678097,19189,43.40455469,42.65802835,44.12953261,16000,15801,15602,11050,8595,14979,4210,0.833811038,0.823440513,0.813069988,0.575850748,0.447912867,0.780603471,0.219396529,Yes
A82071,0.522743015,4331,43.35927038,42.8630742,43.90275762,3630,3587,3543,2551,1865,3381,950,0.838143616,0.828215193,0.818055876,0.589009467,0.430616486,0.78065112,0.21934888,Yes
B83014,0.494509684,13114,43.3008998,42.19290671,44.38482426,10913,10753,10631,7711,5602,10238,2876,0.832164099,0.819963398,0.810660363,0.58799756,0.427177063,0.78069239,0.21930761,Yes
F82619,0.499265786,2724,41.95374449,41.70735294,42.19941349,2183,2146,2116,1464,1086,2127,597,0.801395007,0.787812041,0.776798825,0.537444934,0.398678414,0.780837004,0.219162996,Yes
C83052,0.50146886,3404,44.35987074,44.37199766,44.34767236,2858,2824,2783,2078,1642,2658,746,0.83960047,0.829612221,0.817567568,0.610458284,0.482373678,0.780846063,0.219153937,Yes
M82022,0.489955687,13540,43.26454948,42.25067832,44.23848827,11314,11169,11029,7979,5815,10573,2967,0.835598227,0.824889217,0.814549483,0.58929099,0.429468242,0.780871492,0.219128508,Yes
K81042,0.492718754,7897,43.91047233,43.06399383,44.73265102,6467,6373,6294,4667,3589,6167,1730,0.818918577,0.807015322,0.797011523,0.590983918,0.454476383,0.780929467,0.219070533,Yes
H81036,0.499256911,10093,43.46824532,42.20480254,44.72793827,8347,8209,8088,5806,4285,7882,2211,0.827008818,0.813335975,0.801347469,0.575250173,0.424551669,0.780937283,0.219062717,Yes
G82024,0.489990786,11939,42.49518385,41.38512821,43.56166858,9776,9653,9530,6813,5062,9324,2615,0.818829048,0.808526677,0.798224307,0.570650808,0.423988609,0.78096993,0.21903007,Yes
G82120,0.489340102,14775,42.95181049,42.20138313,43.67090789,12019,11821,11653,8495,6428,11539,3236,0.813468697,0.800067682,0.788697124,0.574957699,0.435059222,0.780981387,0.219018613,Yes
G82142,0.493792641,8941,43.112068,42.41291053,43.79407866,7291,7176,7081,5186,3888,6983,1958,0.815456884,0.802594788,0.791969578,0.580024606,0.434850688,0.781008836,0.218991164,Yes
G82799,0.496560535,10176,42.27613994,41.43182268,43.10892055,8275,8168,8072,5789,4380,7948,2228,0.813187893,0.802672956,0.793238994,0.568887579,0.430424528,0.781053459,0.218946541,Yes
B81677,0.52064932,4189,43.26879924,43.46263182,43.05826693,3480,3435,3399,2449,1856,3272,917,0.830747195,0.820004774,0.811410838,0.584626402,0.443065171,0.78109334,0.21890666,Yes
F81030,0.484086898,16433,42.57317593,41.59509742,43.49091767,13500,13325,13159,9271,6829,12836,3597,0.821517678,0.810868375,0.80076675,0.564169659,0.415566239,0.781111179,0.218888821,Yes
P92004,0.503380917,7986,42.62997746,41.83855721,43.43217347,6599,6527,6443,4471,3395,6238,1748,0.826321062,0.817305284,0.806786877,0.559854746,0.425118958,0.781116955,0.218883045,Yes
F81163,0.49317059,6882,43.64952049,42.5070713,44.76118119,5729,5655,5571,3875,3078,5376,1506,0.832461494,0.821708806,0.809503051,0.563063063,0.447253705,0.781168265,0.218831735,Yes
B81038,0.483535529,7501,42.31302493,41.47339399,43.09912235,6088,6002,5933,4252,3190,5860,1641,0.811625117,0.800159979,0.790961205,0.566857752,0.42527663,0.781229169,0.218770831,Yes
A82623,0.505518764,4983,42.99237407,42.14847162,43.85511364,4115,4058,4000,2915,2148,3893,1090,0.825807746,0.814368854,0.80272928,0.584988962,0.431065623,0.781256271,0.218743729,Yes
K84610,0.544294568,5486,43.34177907,41.34561286,45.726,4646,4595,4530,3116,2372,4286,1200,0.846882975,0.837586584,0.825738243,0.56799125,0.432373314,0.781261393,0.218738607,Yes
P88007,0.492381596,13323,43.14095924,42.24314024,44.01182907,10951,10805,10652,7699,5663,10409,2914,0.821962021,0.811003528,0.799519628,0.577872851,0.425054417,0.781280492,0.218719508,Yes
K84055,0.490731546,12084,43.10849057,42.20978078,43.97448814,9800,9640,9506,7155,5317,9441,2643,0.810989738,0.79774909,0.786660046,0.592105263,0.44000331,0.781281033,0.218718967,Yes
D83004,0.501409988,10993,43.15355226,42.29245283,44.01952199,9111,8982,8886,6336,4728,8589,2404,0.828800146,0.817065405,0.808332575,0.576366779,0.430091877,0.781315383,0.218684617,Yes
K82047,0.489871339,21918,43.04817958,42.52370308,43.551829,17791,17537,17300,12803,9532,17125,4793,0.811707273,0.800118624,0.789305594,0.584131764,0.434893695,0.781321288,0.218678712,Yes
M88016,0.521270867,1857,41.92891761,42.25619835,41.57255343,1528,1496,1481,1001,724,1451,406,0.822832526,0.805600431,0.797522886,0.539041465,0.389876144,0.781367798,0.218632202,Yes
B84008,0.488261401,15547,43.38566926,42.42787512,44.29952237,12872,12680,12506,9158,6840,12148,3399,0.827941082,0.815591432,0.804399563,0.58905255,0.439956262,0.781372612,0.218627388,Yes
A82009,0.491226109,8947,42.36660333,41.18384528,43.50856766,7385,7279,7186,5060,3746,6991,1956,0.825416341,0.813568794,0.803174248,0.565552699,0.418687828,0.781379233,0.218620767,Yes
N83619,0.488160291,2196,44.15346084,43.08302239,45.17437722,1870,1854,1833,1315,1008,1716,480,0.85154827,0.844262295,0.834699454,0.598816029,0.459016393,0.781420765,0.218579235,Yes
C81005,0.498671547,16937,42.88315522,42.32690031,43.43646214,14061,13929,13777,9940,7282,13236,3701,0.830194249,0.822400661,0.813426227,0.586880794,0.429946271,0.781484324,0.218515676,Yes
D82020,0.494566202,11042,42.02218801,41.26350485,42.76455832,8952,8841,8708,6026,4544,8630,2412,0.810722695,0.800670168,0.788625249,0.545734468,0.411519652,0.781561311,0.218438689,Yes
C85024,0.503931953,6231,43.76649013,43.2566879,44.28437399,5234,5177,5107,3721,2823,4870,1361,0.83999358,0.830845771,0.819611619,0.597175413,0.453057294,0.781575991,0.218424009,Yes
A83018,0.496949409,18521,43.42854058,42.39906562,44.44552968,15499,15303,15111,10815,8052,14476,4045,0.836833864,0.826251282,0.815884671,0.583931753,0.434749744,0.781599266,0.218400734,Yes
M87024,0.490197875,21832,42.42153719,41.49719679,43.31033243,17838,17628,17369,12163,9101,17064,4768,0.81705753,0.807438622,0.795575302,0.557117992,0.416865152,0.781604984,0.218395016,Yes
N85001,0.511420828,2583,43.06271777,42.0666162,44.10538827,2109,2086,2070,1562,1069,2019,564,0.816492451,0.807588076,0.801393728,0.60472319,0.413859853,0.781649245,0.218350755,Yes
N84621,0.485845718,2826,42.49469214,40.42388929,44.4514797,2328,2288,2262,1531,1204,2209,617,0.823779193,0.809624912,0.800424628,0.541755131,0.426043878,0.781670205,0.218329795,Yes
K83030,0.492939409,9985,42.74712068,42.09995937,43.37625913,8197,8083,7986,5841,4337,7805,2180,0.820931397,0.809514271,0.7997997,0.584977466,0.434351527,0.781672509,0.218327491,Yes
F81100,0.497974715,24441,43.2225359,42.53192014,43.90757946,20233,19942,19618,14122,10571,19108,5333,0.827830285,0.815924062,0.802667649,0.577799599,0.432510945,0.781801072,0.218198928,Yes
P92014,0.491416309,12582,43.24932443,42.29387029,44.17252696,10493,10373,10259,7338,5451,9837,2745,0.833969162,0.824431728,0.815371165,0.583214115,0.433237959,0.781831187,0.218168813,Yes
B86029,0.493792125,5638,43.28290174,41.86817529,44.66292922,4652,4593,4531,3443,2446,4408,1230,0.825115289,0.814650585,0.803653778,0.610677545,0.433841788,0.781837531,0.218162469,Yes
B83031,0.495717345,3736,43.68495717,42.48920086,44.8604034,3101,3072,3046,2385,1657,2921,815,0.83003212,0.822269807,0.815310493,0.638383298,0.443522484,0.781852248,0.218147752,Yes
K82008,0.488925015,9842,43.0454176,41.85515378,44.18409543,8023,7905,7759,5486,4282,7695,2147,0.815179841,0.803190408,0.788356025,0.557407031,0.435074172,0.781853282,0.218146718,Yes
B87003,0.488729304,10026,43.39567125,42.63285714,44.12485369,8285,8190,8096,5974,4410,7839,2187,0.826351486,0.816876122,0.807500499,0.595850788,0.439856373,0.781867145,0.218132855,Yes
M83641,0.505752416,2173,42.6783249,43.0500455,42.29795158,1783,1745,1698,1180,934,1699,474,0.82052462,0.803037276,0.781408191,0.543028072,0.429820525,0.781868385,0.218131615,Yes
G82013,0.490006494,13859,42.49613969,41.61625681,43.34153933,11207,10973,10730,7678,5909,10836,3023,0.808644202,0.791759867,0.774226135,0.554008226,0.426365539,0.781874594,0.218125406,Yes
J83042,0.498423478,16492,43.14540383,42.42773723,43.85855899,13826,13636,13442,9343,7146,12895,3597,0.838345865,0.826825127,0.815061848,0.566517099,0.433300994,0.781894252,0.218105748,Yes
P91011,0.50094975,5791,42.8751511,42.07101,43.68235294,4683,4589,4514,3231,2518,4528,1263,0.808668624,0.792436539,0.779485408,0.557934726,0.43481264,0.781902953,0.218097047,Yes
D81043,0.497838186,43482,43.2267375,42.43484086,44.01181589,35807,35305,34821,25483,18673,34003,9479,0.82349018,0.811945173,0.80081413,0.586058599,0.429442068,0.782001748,0.217998252,Yes
A81045,0.491301115,6725,43.26513011,42.03056901,44.45746858,5594,5526,5462,3808,2942,5259,1466,0.831821561,0.821710037,0.812193309,0.566245353,0.437472119,0.782007435,0.217992565,Yes
P92005,0.49736211,4170,41.99208633,41.30713597,42.66984733,3394,3338,3299,2425,1689,3261,909,0.813908873,0.800479616,0.791127098,0.581534772,0.405035971,0.782014388,0.217985612,Yes
J81006,0.489422175,34128,42.62318331,41.68825959,43.51936872,28073,27702,27355,19331,14440,26691,7437,0.8225797,0.811708861,0.801541256,0.566426395,0.423112986,0.782085091,0.217914909,Yes
N84010,0.501810437,4695,43.21831736,42.86629881,43.5728944,3860,3818,3785,2729,2045,3672,1023,0.822151225,0.813205538,0.806176784,0.581256656,0.435569755,0.782108626,0.217891374,Yes
A88025,0.488577154,4990,43.51723447,42.97744053,44.03291536,4173,4122,4064,2934,2239,3903,1087,0.836272545,0.826052104,0.814428858,0.587975952,0.448697395,0.782164329,0.217835671,Yes
P81044,0.4946392,16602,42.40597518,41.41755967,43.37342074,13607,13431,13284,9410,6846,12986,3616,0.819600048,0.808998916,0.800144561,0.566799181,0.412359957,0.782194916,0.217805084,Yes
G84627,0.497407205,7328,42.87308952,41.7920439,43.94298127,5984,5904,5816,4256,3157,5732,1596,0.816593886,0.805676856,0.793668122,0.580786026,0.430813319,0.78220524,0.21779476,Yes
